exact_test_key	x	y	symbol	old_fg	old_bg	old_modifier	old_bits	new_fg	new_bg	new_modifier	new_bits	before_contrast_ratio	after_contrast_ratio	status
render::components::chip_bar::focused 120 40 junie mono	103	0	"×"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie mono	104	0	" "	White	Black	NONE	0	White	Black	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie mono	105	0	" "	White	Black	NONE	0	White	Black	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie mono	106	0	" "	White	Black	NONE	0	White	Black	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie mono	107	0	" "	White	Black	NONE	0	White	Black	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie mono	108	0	" "	White	Black	NONE	0	White	Black	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie mono	109	0	" "	White	Black	NONE	0	White	Black	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie mono	110	0	" "	White	Black	NONE	0	White	Black	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie mono	111	0	" "	White	Black	NONE	0	White	Black	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie mono	112	0	"e"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie mono	113	0	"n"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie mono	114	0	"g"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie mono	115	0	"i"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie mono	116	0	"n"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie mono	117	0	"e"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie mono	118	0	"e"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie mono	119	0	"r"	Black	Black	NONE	0	Black	Black	BOLD	1	1.000	1.000	LOW-CONTRAST-PREEXISTING
render::components::chip_bar::focused 120 40 junie truecolor	0	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	1	0	"A"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	2	0	"d"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	3	0	"a"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	4	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	5	0	"L"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	6	0	"o"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	7	0	"v"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	8	0	"e"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	9	0	"l"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	10	0	"a"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	11	0	"c"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	12	0	"e"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	13	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	14	0	"×"	Rgb(77, 77, 77)	Rgb(0, 0, 0)	NONE	0	Rgb(77, 77, 77)	Rgb(0, 0, 0)	BOLD	1	5.453	5.453	style-change
render::components::chip_bar::focused 120 40 junie truecolor	15	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	16	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	17	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	18	0	"G"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	19	0	"r"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	20	0	"a"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	21	0	"c"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	22	0	"e"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	23	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	24	0	"H"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	25	0	"o"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	26	0	"p"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	27	0	"p"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	28	0	"e"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	29	0	"r"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	30	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	31	0	"×"	Rgb(77, 77, 77)	Rgb(0, 0, 0)	NONE	0	Rgb(77, 77, 77)	Rgb(0, 0, 0)	BOLD	1	5.453	5.453	style-change
render::components::chip_bar::focused 120 40 junie truecolor	32	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	33	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	34	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	35	0	"A"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	36	0	"l"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	37	0	"a"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	38	0	"n"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	39	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	40	0	"T"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	41	0	"u"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	42	0	"r"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	43	0	"i"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	44	0	"n"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	45	0	"g"	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	46	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	47	0	"×"	Rgb(77, 77, 77)	Rgb(0, 0, 0)	NONE	0	Rgb(77, 77, 77)	Rgb(0, 0, 0)	BOLD	1	5.453	5.453	style-change
render::components::chip_bar::focused 120 40 junie truecolor	48	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	49	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
render::components::chip_bar::focused 120 40 junie truecolor	50	0	" "	Rgb(255, 255, 255)	Rgb(0, 0, 0)	NONE	0	Rgb(255, 255, 255)	Rgb(0, 0, 0)	BOLD	1	61.000	61.000	style-change
