exact_test_key	old_digest	new_digest	changed
render::components::chip_bar::editing 40 10 junie truecolor	668e2c4ce5d503d8	668e2c4ce5d503d8	no
render::components::chip_bar::editing 40 10 paper mono	1ccb93fcbda7a6d8	1ccb93fcbda7a6d8	no
render::components::chip_bar::editing 40 10 paper truecolor	0775d556d329cac0	0775d556d329cac0	no
render::components::chip_bar::empty 120 40 junie mono	775ed00fb11c2055	775ed00fb11c2055	no
render::components::chip_bar::empty 120 40 junie truecolor	07956662f63572e5	07956662f63572e5	no
render::components::chip_bar::empty 120 40 paper mono	a5faaa27fc09f0d5	a5faaa27fc09f0d5	no
render::components::chip_bar::empty 120 40 paper truecolor	57840e9460f018cd	57840e9460f018cd	no
render::components::chip_bar::empty 40 10 junie mono	667993539041c735	667993539041c735	no
render::components::chip_bar::empty 40 10 junie truecolor	990fe07362a7a1e5	990fe07362a7a1e5	no
render::components::chip_bar::empty 40 10 paper mono	a90417df72cfc035	a90417df72cfc035	no
render::components::chip_bar::empty 40 10 paper truecolor	bae357d34062b4fd	bae357d34062b4fd	no
render::components::chip_bar::focused 120 40 junie mono	d410e30a8fa1287b	88693cac752be367	yes
render::components::chip_bar::focused 120 40 junie truecolor	ec65ee8e34084547	782d064c5cace447	yes
render::components::chip_bar::focused 120 40 paper mono	af6ee1d9868d153b	1a0425581edf8767	yes
render::components::chip_bar::focused 120 40 paper truecolor	5262957dbd38ff11	90b548aae4ab93e1	yes
render::components::chip_bar::focused 40 10 junie mono	fff5116446505e3c	19b2b01e2d5e3aee	yes
render::components::chip_bar::focused 40 10 junie truecolor	668e2c4ce5d503d8	2e7b0fb3b8bf2744	yes
render::components::chip_bar::focused 40 10 paper mono	1ccb93fcbda7a6d8	c5f1dd6c13ac527a	yes
render::components::chip_bar::focused 40 10 paper truecolor	0775d556d329cac0	74437fb990dd86d0	yes
render::components::chip_bar::hovered 120 40 junie mono	d410e30a8fa1287b	d410e30a8fa1287b	no
render::components::chip_bar::hovered 120 40 junie truecolor	b5abf93467d48d7b	b5abf93467d48d7b	no
render::components::chip_bar::hovered 120 40 paper mono	af6ee1d9868d153b	af6ee1d9868d153b	no
render::components::chip_bar::hovered 120 40 paper truecolor	7c0e750395d0ba6f	7c0e750395d0ba6f	no
render::components::chip_bar::hovered 40 10 junie mono	fff5116446505e3c	fff5116446505e3c	no
render::components::chip_bar::hovered 40 10 junie truecolor	f9ffd9c455ac3bf4	f9ffd9c455ac3bf4	no
render::components::chip_bar::hovered 40 10 paper mono	1ccb93fcbda7a6d8	1ccb93fcbda7a6d8	no
render::components::chip_bar::hovered 40 10 paper truecolor	7bc243a33857e4c2	7bc243a33857e4c2	no
render::components::chip_bar::pressed 120 40 junie mono	3ec2f185b7fc82ab	3ec2f185b7fc82ab	no
render::components::chip_bar::pressed 120 40 junie truecolor	0511d60b0fa8b033	0511d60b0fa8b033	no
render::components::chip_bar::pressed 120 40 paper mono	1f7343eff38605af	1f7343eff38605af	no
render::components::chip_bar::pressed 120 40 paper truecolor	b9785905ac758222	b9785905ac758222	no
render::components::chip_bar::pressed 40 10 junie mono	465c9be2eaf8153a	465c9be2eaf8153a	no
render::components::chip_bar::pressed 40 10 junie truecolor	ac302d959cd1b398	ac302d959cd1b398	no
render::components::chip_bar::pressed 40 10 paper mono	b0631a37d189adf2	b0631a37d189adf2	no
render::components::chip_bar::pressed 40 10 paper truecolor	41c95aa0cccd1a6f	41c95aa0cccd1a6f	no
render::components::chip_bar::selected 120 40 junie mono	d03067a49b2395be	d03067a49b2395be	no
render::components::chip_bar::selected 120 40 junie truecolor	a5ab322ccf96fbe9	a5ab322ccf96fbe9	no
render::components::chip_bar::selected 120 40 paper mono	3d7d833bed6dbc3e	3d7d833bed6dbc3e	no
render::components::chip_bar::selected 120 40 paper truecolor	13ea3f709a84aaea	13ea3f709a84aaea	no
render::components::chip_bar::selected 40 10 junie mono	6926f807c9ab6fed	6926f807c9ab6fed	no
render::components::chip_bar::selected 40 10 junie truecolor	b7249dc8743bd97e	b7249dc8743bd97e	no
render::components::chip_bar::selected 40 10 paper mono	fb2758eff8d71221	fb2758eff8d71221	no
render::components::chip_bar::selected 40 10 paper truecolor	8cff4fad8972e657	8cff4fad8972e657	no
render::components::code_editor::default 120 40 junie mono	cece4c99eea46772	cece4c99eea46772	no
render::components::code_editor::default 120 40 junie truecolor	8a0ebfab287b61ce	8a0ebfab287b61ce	no
render::components::code_editor::default 120 40 paper mono	4a5f3e9382a1db2a	4a5f3e9382a1db2a	no
render::components::code_editor::default 120 40 paper truecolor	6b645d24f89ac5e2	6b645d24f89ac5e2	no
render::components::code_editor::default 40 10 junie mono	368236e005645fb2	368236e005645fb2	no
render::components::code_editor::default 40 10 junie truecolor	a0a3a2ffbd50cbbe	a0a3a2ffbd50cbbe	no
render::components::code_editor::default 40 10 paper mono	951ae18216c6b7ea	951ae18216c6b7ea	no
render::components::code_editor::default 40 10 paper truecolor	221e5e3eda930862	221e5e3eda930862	no
render::components::code_editor::disabled 120 40 junie mono	2cc2ae4227dcdc9a	881390f798002526	yes
render::components::code_editor::disabled 120 40 junie truecolor	8a0ebfab287b61ce	da11a7c9b16acc2a	yes
render::components::code_editor::disabled 120 40 paper mono	fac2db84f7ce6162	950da360be7bf036	yes
render::components::code_editor::disabled 120 40 paper truecolor	6b645d24f89ac5e2	2f229feb8266a982	yes
render::components::code_editor::disabled 40 10 junie mono	4effe6c0029f69da	3f3c7aee8777ed26	yes
render::components::code_editor::disabled 40 10 junie truecolor	a0a3a2ffbd50cbbe	4006fe588b7d12aa	yes
render::components::code_editor::disabled 40 10 paper mono	247d6fd161110122	c6b533f4a2d7c3d6	yes
render::components::code_editor::disabled 40 10 paper truecolor	221e5e3eda930862	5055bf8365bd2e82	yes
render::components::code_editor::editing 120 40 junie mono	8e28c1b0c0b00942	8e28c1b0c0b00942	no
render::components::code_editor::editing 120 40 junie truecolor	8a0ebfab287b61ce	8a0ebfab287b61ce	no
render::components::code_editor::editing 120 40 paper mono	c645709a8745f6da	c645709a8745f6da	no
render::components::code_editor::editing 120 40 paper truecolor	6b645d24f89ac5e2	6b645d24f89ac5e2	no
render::components::code_editor::editing 40 10 junie mono	fc2496e87041f682	fc2496e87041f682	no
render::components::code_editor::editing 40 10 junie truecolor	a0a3a2ffbd50cbbe	a0a3a2ffbd50cbbe	no
render::components::code_editor::editing 40 10 paper mono	2ae484c8d43d039a	2ae484c8d43d039a	no
render::components::code_editor::editing 40 10 paper truecolor	221e5e3eda930862	221e5e3eda930862	no
render::components::code_editor::empty 120 40 junie mono	115797b05201b814	115797b05201b814	no
render::components::code_editor::empty 120 40 junie truecolor	777706ca9e9236bc	777706ca9e9236bc	no
render::components::code_editor::empty 120 40 paper mono	f4cf2e61ea95ba70	f4cf2e61ea95ba70	no
render::components::code_editor::empty 120 40 paper truecolor	34d16b434c6fc83a	34d16b434c6fc83a	no
render::components::code_editor::empty 40 10 junie mono	f87d3014da9de654	f87d3014da9de654	no
render::components::code_editor::empty 40 10 junie truecolor	d9608be94e6428ac	d9608be94e6428ac	no
render::components::code_editor::empty 40 10 paper mono	c000cab29a61e2b0	c000cab29a61e2b0	no
render::components::code_editor::empty 40 10 paper truecolor	2bc9ad2775e820ba	2bc9ad2775e820ba	no
render::components::code_editor::focused 120 40 junie mono	760af746a9592068	760af746a9592068	no
render::components::code_editor::focused 120 40 junie truecolor	0b0cf35d5baa30de	0b0cf35d5baa30de	no
render::components::code_editor::focused 120 40 paper mono	6b838b1a2b87b5dc	6b838b1a2b87b5dc	no
render::components::code_editor::focused 120 40 paper truecolor	92e8293d1675b133	92e8293d1675b133	no
render::components::code_editor::focused 40 10 junie mono	acd4bcbc22de1f68	acd4bcbc22de1f68	no
render::components::code_editor::focused 40 10 junie truecolor	e54477aadf8081ce	e54477aadf8081ce	no
render::components::code_editor::focused 40 10 paper mono	676663320c4be89c	676663320c4be89c	no
render::components::code_editor::focused 40 10 paper truecolor	3d9ff0dea1ebc833	3d9ff0dea1ebc833	no
render::components::code_editor::hovered 120 40 junie mono	cece4c99eea46772	cece4c99eea46772	no
render::components::code_editor::hovered 120 40 junie truecolor	8a0ebfab287b61ce	8a0ebfab287b61ce	no
render::components::code_editor::hovered 120 40 paper mono	4a5f3e9382a1db2a	4a5f3e9382a1db2a	no
render::components::code_editor::hovered 120 40 paper truecolor	6b645d24f89ac5e2	6b645d24f89ac5e2	no
render::components::code_editor::hovered 40 10 junie mono	368236e005645fb2	368236e005645fb2	no
render::components::code_editor::hovered 40 10 junie truecolor	a0a3a2ffbd50cbbe	a0a3a2ffbd50cbbe	no
render::components::code_editor::hovered 40 10 paper mono	951ae18216c6b7ea	951ae18216c6b7ea	no
render::components::code_editor::hovered 40 10 paper truecolor	221e5e3eda930862	221e5e3eda930862	no
render::components::code_editor::pressed 120 40 junie mono	d9c2954165ae59b8	d9c2954165ae59b8	no
render::components::code_editor::pressed 120 40 junie truecolor	0b0cf35d5baa30de	0b0cf35d5baa30de	no
render::components::code_editor::pressed 120 40 paper mono	b923384ba467d8de	b923384ba467d8de	no
render::components::code_editor::pressed 120 40 paper truecolor	92e8293d1675b133	92e8293d1675b133	no
render::components::code_editor::pressed 40 10 junie mono	28b0a2f529f31198	28b0a2f529f31198	no
render::components::code_editor::pressed 40 10 junie truecolor	e54477aadf8081ce	e54477aadf8081ce	no
render::components::code_editor::pressed 40 10 paper mono	1d695c65a717423e	1d695c65a717423e	no
render::components::code_editor::pressed 40 10 paper truecolor	3d9ff0dea1ebc833	3d9ff0dea1ebc833	no
render::components::code_editor::selected 120 40 junie mono	cece4c99eea46772	cece4c99eea46772	no
render::components::code_editor::selected 120 40 junie truecolor	8a0ebfab287b61ce	8a0ebfab287b61ce	no
render::components::code_editor::selected 120 40 paper mono	4a5f3e9382a1db2a	4a5f3e9382a1db2a	no
render::components::code_editor::selected 120 40 paper truecolor	6b645d24f89ac5e2	6b645d24f89ac5e2	no
render::components::code_editor::selected 40 10 junie mono	368236e005645fb2	368236e005645fb2	no
render::components::code_editor::selected 40 10 junie truecolor	a0a3a2ffbd50cbbe	a0a3a2ffbd50cbbe	no
render::components::code_editor::selected 40 10 paper mono	951ae18216c6b7ea	951ae18216c6b7ea	no
render::components::code_editor::selected 40 10 paper truecolor	221e5e3eda930862	221e5e3eda930862	no
render::components::completion::default 120 40 junie mono	2c52b2cb646f5dd5	2c52b2cb646f5dd5	no
render::components::completion::default 120 40 junie truecolor	529d0b2b17216132	529d0b2b17216132	no
render::components::completion::default 120 40 paper mono	f9d6feb332ccd447	f9d6feb332ccd447	no
render::components::completion::default 120 40 paper truecolor	1bde724981c69778	1bde724981c69778	no
render::components::completion::default 40 10 junie mono	41fdaff714ab0375	41fdaff714ab0375	no
render::components::completion::default 40 10 junie truecolor	1f1f796e74ebb572	1f1f796e74ebb572	no
render::components::completion::default 40 10 paper mono	d24f0ece251a4c37	d24f0ece251a4c37	no
render::components::completion::default 40 10 paper truecolor	d7a41a466fbe82e8	d7a41a466fbe82e8	no
render::components::completion::disabled 120 40 junie mono	a8d9f96587b2426b	a8d9f96587b2426b	no
render::components::completion::disabled 120 40 junie truecolor	1c26b765fa3c01b4	1c26b765fa3c01b4	no
render::components::completion::disabled 120 40 paper mono	73998b54d968d1b5	73998b54d968d1b5	no
render::components::completion::disabled 120 40 paper truecolor	821f43a7274e1029	821f43a7274e1029	no
render::components::completion::disabled 40 10 junie mono	382ab6944939137b	382ab6944939137b	no
render::components::completion::disabled 40 10 junie truecolor	340fd17c3e886e14	340fd17c3e886e14	no
render::components::completion::disabled 40 10 paper mono	a164d4a369784095	a164d4a369784095	no
render::components::completion::disabled 40 10 paper truecolor	921a334e64a6c439	921a334e64a6c439	no
render::components::completion::editing 120 40 junie mono	2c52b2cb646f5dd5	2c52b2cb646f5dd5	no
render::components::completion::editing 120 40 junie truecolor	529d0b2b17216132	529d0b2b17216132	no
render::components::completion::editing 120 40 paper mono	f9d6feb332ccd447	f9d6feb332ccd447	no
render::components::completion::editing 120 40 paper truecolor	1bde724981c69778	1bde724981c69778	no
render::components::completion::editing 40 10 junie mono	41fdaff714ab0375	41fdaff714ab0375	no
render::components::completion::editing 40 10 junie truecolor	1f1f796e74ebb572	1f1f796e74ebb572	no
render::components::completion::editing 40 10 paper mono	d24f0ece251a4c37	d24f0ece251a4c37	no
render::components::completion::editing 40 10 paper truecolor	d7a41a466fbe82e8	d7a41a466fbe82e8	no
render::components::completion::empty 120 40 junie mono	748ad16e5a9201ab	748ad16e5a9201ab	no
render::components::completion::empty 120 40 junie truecolor	98d26c9a82a914d1	98d26c9a82a914d1	no
render::components::completion::empty 120 40 paper mono	e8490ab62e31ba53	e8490ab62e31ba53	no
render::components::completion::empty 120 40 paper truecolor	554f3e31e9d90acd	554f3e31e9d90acd	no
render::components::completion::empty 40 10 junie mono	786258fd876255db	786258fd876255db	no
render::components::completion::empty 40 10 junie truecolor	6bade699fd37b6b1	6bade699fd37b6b1	no
render::components::completion::empty 40 10 paper mono	acc24e0a195b98a3	acc24e0a195b98a3	no
render::components::completion::empty 40 10 paper truecolor	4012ebd0878ca4cd	4012ebd0878ca4cd	no
render::components::completion::focused 120 40 junie mono	2c52b2cb646f5dd5	d0f1f42b82153e8f	yes
render::components::completion::focused 120 40 junie truecolor	529d0b2b17216132	1a890cdac19284f3	yes
render::components::completion::focused 120 40 paper mono	f9d6feb332ccd447	bc920cb36b0df7c5	yes
render::components::completion::focused 120 40 paper truecolor	1bde724981c69778	951a568a66ddc8de	yes
render::components::completion::focused 40 10 junie mono	41fdaff714ab0375	1d3015f5bbed89ff	yes
render::components::completion::focused 40 10 junie truecolor	1f1f796e74ebb572	6ceb5195615cb3c3	yes
render::components::completion::focused 40 10 paper mono	d24f0ece251a4c37	ca2d8a9990aa8525	yes
render::components::completion::focused 40 10 paper truecolor	d7a41a466fbe82e8	650e8680f7fbc87e	yes
render::components::completion::hovered 120 40 junie mono	2c52b2cb646f5dd5	2c52b2cb646f5dd5	no
render::components::completion::hovered 120 40 junie truecolor	529d0b2b17216132	529d0b2b17216132	no
render::components::completion::hovered 120 40 paper mono	f9d6feb332ccd447	f9d6feb332ccd447	no
render::components::completion::hovered 120 40 paper truecolor	1bde724981c69778	1bde724981c69778	no
render::components::completion::hovered 40 10 junie mono	41fdaff714ab0375	41fdaff714ab0375	no
render::components::completion::hovered 40 10 junie truecolor	1f1f796e74ebb572	1f1f796e74ebb572	no
render::components::completion::hovered 40 10 paper mono	d24f0ece251a4c37	d24f0ece251a4c37	no
render::components::completion::hovered 40 10 paper truecolor	d7a41a466fbe82e8	d7a41a466fbe82e8	no
render::components::completion::pressed 120 40 junie mono	ebe498e8ebdbda13	6661760525ceacad	yes
render::components::completion::pressed 120 40 junie truecolor	9f4ca9af9726d314	f7b389ebdfb56f5b	yes
render::components::completion::pressed 120 40 paper mono	d4dcd71c62410cdd	7013081344e1c8e5	yes
render::components::completion::pressed 120 40 paper truecolor	d882a9c7ac011ef9	96e48a9b9c5a511e	yes
render::components::completion::pressed 40 10 junie mono	46c0a4bc5841cec3	53cc35c39c2b98cd	yes
render::components::completion::pressed 40 10 junie truecolor	648acf049ed32534	d592796ece8d8bab	yes
render::components::completion::pressed 40 10 paper mono	64d8819fe8a2a01d	77e6189ecd35a265	yes
render::components::completion::pressed 40 10 paper truecolor	bb95328861765ba9	1581d4463c6a37be	yes
render::components::completion::selected 120 40 junie mono	2c52b2cb646f5dd5	f383040025d71b9d	yes
render::components::completion::selected 120 40 junie truecolor	529d0b2b17216132	c86abd37711baa7d	yes
render::components::completion::selected 120 40 paper mono	f9d6feb332ccd447	fdb1835355e10907	yes
render::components::completion::selected 120 40 paper truecolor	1bde724981c69778	a0a028f6d9b5eb48	yes
render::components::completion::selected 40 10 junie mono	41fdaff714ab0375	4e41be5267225d7d	yes
render::components::completion::selected 40 10 junie truecolor	1f1f796e74ebb572	58d67c434c3c1cdd	yes
render::components::completion::selected 40 10 paper mono	d24f0ece251a4c37	6096350552660037	yes
render::components::completion::selected 40 10 paper truecolor	d7a41a466fbe82e8	7482eff9a2a8c5d8	yes
render::components::context_menu::default 120 40 junie mono	e6c6987845be0a57	e6c6987845be0a57	no
render::components::context_menu::default 120 40 junie truecolor	901d2f48c8a112ae	901d2f48c8a112ae	no
render::components::context_menu::default 120 40 paper mono	e5b0936552b2ce19	e5b0936552b2ce19	no
render::components::context_menu::default 120 40 paper truecolor	a3369cee78664ae0	a3369cee78664ae0	no
render::components::context_menu::default 40 10 junie mono	f37c624d906d3b07	f37c624d906d3b07	no
render::components::context_menu::default 40 10 junie truecolor	0713f57b0c11723e	0713f57b0c11723e	no
render::components::context_menu::default 40 10 paper mono	5b4a1ca147bd9b79	5b4a1ca147bd9b79	no
render::components::context_menu::default 40 10 paper truecolor	40ee1b43fd794f90	40ee1b43fd794f90	no
render::components::context_menu::disabled 120 40 junie mono	61deb5fd4c10a3f5	61deb5fd4c10a3f5	no
render::components::context_menu::disabled 120 40 junie truecolor	61be5fae629761d4	61be5fae629761d4	no
render::components::context_menu::disabled 120 40 paper mono	ac9c66afef2839e7	ac9c66afef2839e7	no
render::components::context_menu::disabled 120 40 paper truecolor	4026a3f1ae942ae3	4026a3f1ae942ae3	no
render::components::context_menu::disabled 40 10 junie mono	31e14e63d8691f55	31e14e63d8691f55	no
render::components::context_menu::disabled 40 10 junie truecolor	146050b80031d034	146050b80031d034	no
render::components::context_menu::disabled 40 10 paper mono	37a11284e974e417	37a11284e974e417	no
render::components::context_menu::disabled 40 10 paper truecolor	913ce39c20cd26b3	913ce39c20cd26b3	no
render::components::context_menu::editing 120 40 junie mono	e6c6987845be0a57	e6c6987845be0a57	no
render::components::context_menu::editing 120 40 junie truecolor	901d2f48c8a112ae	901d2f48c8a112ae	no
render::components::context_menu::editing 120 40 paper mono	e5b0936552b2ce19	e5b0936552b2ce19	no
render::components::context_menu::editing 120 40 paper truecolor	a3369cee78664ae0	a3369cee78664ae0	no
render::components::context_menu::editing 40 10 junie mono	f37c624d906d3b07	f37c624d906d3b07	no
render::components::context_menu::editing 40 10 junie truecolor	0713f57b0c11723e	0713f57b0c11723e	no
render::components::context_menu::editing 40 10 paper mono	5b4a1ca147bd9b79	5b4a1ca147bd9b79	no
render::components::context_menu::editing 40 10 paper truecolor	40ee1b43fd794f90	40ee1b43fd794f90	no
render::components::context_menu::empty 120 40 junie mono	4e94a268eb16abc5	4e94a268eb16abc5	no
render::components::context_menu::empty 120 40 junie truecolor	8a50d9ce040d51d3	8a50d9ce040d51d3	no
render::components::context_menu::empty 120 40 paper mono	440d4db982c44495	440d4db982c44495	no
render::components::context_menu::empty 120 40 paper truecolor	40dadeb2b5dc4935	40dadeb2b5dc4935	no
render::components::context_menu::empty 40 10 junie mono	87bc2ad1e2b94765	87bc2ad1e2b94765	no
render::components::context_menu::empty 40 10 junie truecolor	5c62d21c345cbc93	5c62d21c345cbc93	no
render::components::context_menu::empty 40 10 paper mono	e5b8d64c12924fb5	e5b8d64c12924fb5	no
render::components::context_menu::empty 40 10 paper truecolor	3d46a476f91b6015	3d46a476f91b6015	no
render::components::context_menu::focused 120 40 junie mono	cdf6a75218252d3b	cdf6a75218252d3b	no
render::components::context_menu::focused 120 40 junie truecolor	623d5970e0c444dc	623d5970e0c444dc	no
render::components::context_menu::focused 120 40 paper mono	106f1f0c63646731	106f1f0c63646731	no
render::components::context_menu::focused 120 40 paper truecolor	1061507442045652	1061507442045652	no
render::components::context_menu::focused 40 10 junie mono	3b0d77754e60716b	3b0d77754e60716b	no
render::components::context_menu::focused 40 10 junie truecolor	37d07d2e6c3ad1cc	37d07d2e6c3ad1cc	no
render::components::context_menu::focused 40 10 paper mono	10324a08e5866dd1	10324a08e5866dd1	no
render::components::context_menu::focused 40 10 paper truecolor	fbc48aa5a1f53b22	fbc48aa5a1f53b22	no
