path	revision	parent	before_blob	after_blob	source_read_status
docs/reviews/adjudication-o-foundations-followups.md	84993dfc2e3feec57b3c9c5c24a1a8685b5d1d67	bf49186707f06e59ba8e3d1b1b30b7e1c2df79ad	ABSENT	8e3670a64d97bdfc6f67abbdbe32533f09591a6e	main_full_blob_plus_all_reverse_deltas_read
docs/reviews/adjudication-p-prototype-decisions.md	bb92a657f4f6cce448cd2713c072a6f87a61be6b	0af7b095949a1d1363047e1f280c6a24830a7274	ABSENT	eb1c92f83b58b0d0a2d6108994a05f3fa8c56966	main_full_blob_plus_all_reverse_deltas_read
docs/reviews/adjudication-q-residuals.md	e22ae190662fb97a6375578ff648b62775472736	014a07f6ade5d2732e53fcd783ff8819d43aa05b	ABSENT	d6b46cd397619280ec069a840ee7157eaa359b95	main_full_blob_plus_all_reverse_deltas_read
docs/reviews/adjudication-q-residuals.md	52da837525ae88bf7e2e044f7c0d66e6d24b438d	7e49bbd13447a677fdb9cdaf67b999ef3aa4eaf7	d6b46cd397619280ec069a840ee7157eaa359b95	adf8ae58aac21ef45b70c79547c99a6223788bf8	full_parent_patch_read
docs/reviews/adjudication-q-residuals.md	c78c462a80a914ec22b75e28042d735d402a7beb	47a37d81413bef2cd7c5323e0f99be835d278471	adf8ae58aac21ef45b70c79547c99a6223788bf8	465126805a75099568dac1675f0871300da0f6f9	full_parent_patch_read
docs/reviews/adjudication-q-residuals.md	15371443467d1f8a069067d0cae106bd8636bfec	f713ccb2a34eecbc9e43fa7121b5ee7f5aa1b86a	465126805a75099568dac1675f0871300da0f6f9	c9ed2f71429c5e2d0b8c20fcf7be739825fe9241	full_parent_patch_read
docs/reviews/adjudication-q-residuals.md	2a0cf299d02fae2adff2020f068ac8d5a00757e8	af5e63a249d85a08b95b00b4f29fd17973989a68	c9ed2f71429c5e2d0b8c20fcf7be739825fe9241	422391112470eb5a627d952b5db2791a6db096cf	full_parent_patch_read
REFACTORING_STATE.md	2d81eec4358e88ef3a37c52466d612ba9e493238	dce91d51c848cf07eaad4058296775e644940bd5	ABSENT	3b4f461a24bb996b0275b055ca179cb48c914cf5	original_full_blob_read
REFACTORING_STATE.md	25ea92b08f41838896af58ab062834cab606ba9b	2a40616b468be1a6aefad4cc397e748be18d0a81	3b4f461a24bb996b0275b055ca179cb48c914cf5	bf1dd2ba1f73f413f112d66f0862be499d8e52bc	full_zero_context_parent_patch_read
REFACTORING_STATE.md	d5e7075f436f0e437c7d12cf3d1e638e763b26f6	25ea92b08f41838896af58ab062834cab606ba9b	bf1dd2ba1f73f413f112d66f0862be499d8e52bc	f18e4664cd43cf1643e670fe544b31b473b6fdd6	full_zero_context_parent_patch_read
REFACTORING_STATE.md	596a47064131a34c72bd721ed34966c72904c7bd	d5e7075f436f0e437c7d12cf3d1e638e763b26f6	f18e4664cd43cf1643e670fe544b31b473b6fdd6	8d114243e34cd7dbdc8bd4334ddda8e16fd77f11	full_zero_context_parent_patch_read
REFACTORING_STATE.md	001258b7b06c3c53a3810d6674ba0d4300ca7886	e81ca17b89cadc98c76dab492af85529960e3bdc	8d114243e34cd7dbdc8bd4334ddda8e16fd77f11	a9d7c12b1cbcb12978c745a5cedccdf4a4c0ebb8	full_zero_context_parent_patch_read
REFACTORING_STATE.md	885811c96c0948a100bb0baef4281e526a2d7671	ce5e99734ee4bb06ae803c9a7435d3fa1524a6ca	a9d7c12b1cbcb12978c745a5cedccdf4a4c0ebb8	3ac4160220cb43223cddbb3ee14e9edcb9e09cce	full_zero_context_parent_patch_read
REFACTORING_STATE.md	0cd1bf7f7ddd185c28f1268ecfa5a31f4bf6f1f9	2615fcf61c8bf19631c898155900a6de1cea979b	3ac4160220cb43223cddbb3ee14e9edcb9e09cce	8abc1d03cba48277685449050cc475c5a7d50bb7	full_zero_context_parent_patch_read
REFACTORING_STATE.md	cefc4b8af27226d6b6494b49dd5224ba2bd48f6f	0cd1bf7f7ddd185c28f1268ecfa5a31f4bf6f1f9	8abc1d03cba48277685449050cc475c5a7d50bb7	b686eeb15201bd01e2c88aa15a24026e0779b2ff	full_zero_context_parent_patch_read
REFACTORING_STATE.md	a156054d5a1ea02337a96be27011d43bb69ac58b	e8d053c9bd47837986fcc87ff4ebaba80aeb5fd5	b686eeb15201bd01e2c88aa15a24026e0779b2ff	9a1e7b1a788699c1f63784c50e3cba76651c63e4	full_zero_context_parent_patch_read
REFACTORING_STATE.md	a2ddd27875047e1848b708f784e190d27bcf4498	07cb2c9fec691677025120172c7d96a96ec9825d	9a1e7b1a788699c1f63784c50e3cba76651c63e4	a6ad91205a9c05a64fccc2951633549db1cbe005	full_zero_context_parent_patch_read
REFACTORING_STATE.md	e2be0ced5cf12e78aab12f88f03ed7435c5a36b3	4e15e97e069468f2ebfa805c35c7a31a89f05d83	a6ad91205a9c05a64fccc2951633549db1cbe005	0cde292e901505b2f416c97c1b4302714d167b93	full_zero_context_parent_patch_read
REFACTORING_STATE.md	5701d91a7ae88ca8d5a41c999ed3c2783221c146	95ab652983bf6c8e77c727bd31eeeaf93b0e7635	0cde292e901505b2f416c97c1b4302714d167b93	a0b6b80d9041ad15adf04fdb81012c57da6b3846	full_zero_context_parent_patch_read
REFACTORING_STATE.md	79efbf602a93c24bc9a1a9579e7bc2e4e7d147e1	831297616f190b43751ed9306f5d89f9440c73ed	a0b6b80d9041ad15adf04fdb81012c57da6b3846	73a877eb6ed1710cefede8bb5bb2072df22a09fc	full_zero_context_parent_patch_read
REFACTORING_STATE.md	f2d30b654e5c6bea154392a8be6e9f4b7d4dbcb1	0100241f49d2be0b9700bea5bffc8117cd48527a	73a877eb6ed1710cefede8bb5bb2072df22a09fc	6b792f69bf8a6bcc8d0389b1ec8b8c2e9e075bf2	full_zero_context_parent_patch_read
REFACTORING_STATE.md	b33f2cd6f71e35c5ed50ed29d5cd9584bddca8e7	27bd918e3a8a0a7fdba14fb10643139340d6281f	6b792f69bf8a6bcc8d0389b1ec8b8c2e9e075bf2	b24587bc0aba629f774d59283de4adcbfec379aa	full_zero_context_parent_patch_read
REFACTORING_STATE.md	d57ed9ff43a8f6845eaa298969826c9e14b8a122	fa8adb7bf323b2ad59a480ce32933bc0b9c22a1d	b24587bc0aba629f774d59283de4adcbfec379aa	224b8962e1d969ad08948a1a7ea9f63806c69c08	full_zero_context_parent_patch_read
REFACTORING_STATE.md	82467d32cc379db206f3723b40af81afe774cb26	87ab93d4d21b75ce975c3a5cfecd987a0b935d2f	224b8962e1d969ad08948a1a7ea9f63806c69c08	c343359e4e9a4ee72be20b57fec59c58d0d214a9	full_zero_context_parent_patch_read
REFACTORING_STATE.md	23f4879145cf819b052be4c994dde84279f0e989	18afddd245ca5ca366e562cc8b6435c11c256090	c343359e4e9a4ee72be20b57fec59c58d0d214a9	4d85c37c0d5725c76db730317d6b67ce9a13bb9d	full_zero_context_parent_patch_read
REFACTORING_STATE.md	d24b3fcae67a4f789594f725e8975e523931a980	2e86bf61d5ab513db3a740130041a153a62877aa	4d85c37c0d5725c76db730317d6b67ce9a13bb9d	c940f6a6d5fc92c0ed3023121e1cff9c6e436ca9	full_zero_context_parent_patch_read
REFACTORING_STATE.md	04be43b07d0f13845917424c4310874bb8ddfb72	d7faa2ce05ff42899f6608d5b87b1758c016f27d	c940f6a6d5fc92c0ed3023121e1cff9c6e436ca9	5a0102d5b76a5147c351e6dc32c82f61cab026da	full_zero_context_parent_patch_read
REFACTORING_STATE.md	deb6dec251599ee81dbe3bc97c09ad822532870d	04be43b07d0f13845917424c4310874bb8ddfb72	5a0102d5b76a5147c351e6dc32c82f61cab026da	54382893c994c4cf14b3575ac947aa1d1809f52b	full_zero_context_parent_patch_read
REFACTORING_STATE.md	69fcdcad413375a181c72a144b776e08a7b2b5fd	fa87a59c6d1028bc08515132e1f7719624bf9a08	54382893c994c4cf14b3575ac947aa1d1809f52b	bbea642d8c3e7198a381447aa53a8a7b70a39907	full_zero_context_parent_patch_read
REFACTORING_STATE.md	6d71702fea520796705a4044005f60827bbd6422	7885bb9649cabb819e04be092e13ae0e7963ef1e	bbea642d8c3e7198a381447aa53a8a7b70a39907	efaca04661b06e43885d2a9716f1b6f7d3681748	full_zero_context_parent_patch_read
REFACTORING_STATE.md	1129ab1c0225548f3a2bd20cae5e33aa87fbc5a5	0c87fb06ae961f11d5a33e99f25125f773ab14bd	efaca04661b06e43885d2a9716f1b6f7d3681748	40fc7298a1825e72358595834858144143b01ca1	full_zero_context_parent_patch_read
REFACTORING_STATE.md	873787e3b3412682e87b2d7e372ba306ec447300	587c53bdfaa6f391b686f2383b5675194d9ba9f8	40fc7298a1825e72358595834858144143b01ca1	4441fcb366d1c2ead9a819e14f4d7b99ceeaf658	full_zero_context_parent_patch_read
REFACTORING_STATE.md	bf49186707f06e59ba8e3d1b1b30b7e1c2df79ad	7899678da1d66183c8c52590e95723d0c0d6ea90	4441fcb366d1c2ead9a819e14f4d7b99ceeaf658	cf194624ee3a2926b6976d440fd31d68b8e1812c	full_zero_context_parent_patch_read
REFACTORING_STATE.md	eed8187221c1aa4b4d92f4294bb8c09a7a29ade7	84993dfc2e3feec57b3c9c5c24a1a8685b5d1d67	cf194624ee3a2926b6976d440fd31d68b8e1812c	56454f793369c72b80cdf300359b4a70d0d6c5d4	full_zero_context_parent_patch_read
REFACTORING_STATE.md	8b8e543f14f90b5cba8963faa9d8e052bfbbd67b	4aabceb774f4d35e6cecfd326e5dc8bc1ee40461	56454f793369c72b80cdf300359b4a70d0d6c5d4	fc50f705eaa942caf6531e91a9e27e8127c7a9ad	full_zero_context_parent_patch_read
REFACTORING_STATE.md	0af7b095949a1d1363047e1f280c6a24830a7274	8ec40c138a855ba20549252c85a3000dc2037234	fc50f705eaa942caf6531e91a9e27e8127c7a9ad	6e5ef8a6eeda57ac3c613b1cc2c22b223522bc34	full_zero_context_parent_patch_read
REFACTORING_STATE.md	1653fb133e979aea6f733f6e0ca10bbb3a1256a2	bb92a657f4f6cce448cd2713c072a6f87a61be6b	6e5ef8a6eeda57ac3c613b1cc2c22b223522bc34	cacced6b3a2d6f7e42054502f7275c09f1d5c5be	full_zero_context_parent_patch_read
REFACTORING_STATE.md	beca6d55f11c32926e383063825c360f9aeabccb	0f66160e9d7d41e605110b62fc24f0bc436d6d36	cacced6b3a2d6f7e42054502f7275c09f1d5c5be	772c19cd965a6499010c9a06882e838f2fe8842a	full_zero_context_parent_patch_read
REFACTORING_STATE.md	014a07f6ade5d2732e53fcd783ff8819d43aa05b	beca6d55f11c32926e383063825c360f9aeabccb	772c19cd965a6499010c9a06882e838f2fe8842a	c3bac023fe2a965e005665d2dcc6a9bb5703ca39	full_zero_context_parent_patch_read
REFACTORING_STATE.md	8377d635797291c0324a273e05fa0e3a5d8553c3	e22ae190662fb97a6375578ff648b62775472736	c3bac023fe2a965e005665d2dcc6a9bb5703ca39	424fb4a9dfe3e2a60d4a5568af5da28fbf72c358	full_zero_context_parent_patch_read
REFACTORING_STATE.md	d7950b93599460cc0fc0446423f5632ceadee9f0	8377d635797291c0324a273e05fa0e3a5d8553c3	424fb4a9dfe3e2a60d4a5568af5da28fbf72c358	e24db1b83304f3c51f032a2c9e453153f5903cd0	full_zero_context_parent_patch_read
REFACTORING_STATE.md	808b9e43132d195aaf1278f1e2a18b6b56c04207	d7950b93599460cc0fc0446423f5632ceadee9f0	e24db1b83304f3c51f032a2c9e453153f5903cd0	d8a85764bb35f063b0f6f36f75cdfa93f6fcbcdb	full_zero_context_parent_patch_read
REFACTORING_STATE.md	8ed714ba61c340bdc43a530943bef1796aab5365	808b9e43132d195aaf1278f1e2a18b6b56c04207	d8a85764bb35f063b0f6f36f75cdfa93f6fcbcdb	c470b323a32a8556a69eeeae7416da489cd0e4d4	full_zero_context_parent_patch_read
REFACTORING_STATE.md	939a7ead9058dcd7596b831892fa2596bbec6567	8ed714ba61c340bdc43a530943bef1796aab5365	c470b323a32a8556a69eeeae7416da489cd0e4d4	2ca5fa46327d5c22d5083d74027b9c703d94cc79	full_zero_context_parent_patch_read
REFACTORING_STATE.md	cc1c877e0c15e561ae2de8fc3346dac5dac73d75	939a7ead9058dcd7596b831892fa2596bbec6567	2ca5fa46327d5c22d5083d74027b9c703d94cc79	d4fc0a5fff14d3175b2cacdf765469fdf2a32cba	full_zero_context_parent_patch_read
REFACTORING_STATE.md	2a9316c0b3c8416959938b42868acf67e54c9060	cc1c877e0c15e561ae2de8fc3346dac5dac73d75	d4fc0a5fff14d3175b2cacdf765469fdf2a32cba	2ff49f37db992fe46b4802b35055d32de9ba875d	full_zero_context_parent_patch_read
REFACTORING_STATE.md	3d525eb666266f3489bf0eccd4929166b599a71e	8b9d4d6d04dfece728c4066566c58ee7292630d9	2ff49f37db992fe46b4802b35055d32de9ba875d	c0fbd54eeecdbb747fcd6b69d6c8c1aacb1e0317	full_zero_context_parent_patch_read
REFACTORING_STATE.md	3c557f46ce3e3e02a8dfc108a858b13900afccea	3d525eb666266f3489bf0eccd4929166b599a71e	c0fbd54eeecdbb747fcd6b69d6c8c1aacb1e0317	136f53b713972dc63b5bf5f07d7af2f2ad597f5b	full_zero_context_parent_patch_read
REFACTORING_STATE.md	5da12ce7c2b0ca61fad040dea2169ca48eda3f30	3c557f46ce3e3e02a8dfc108a858b13900afccea	136f53b713972dc63b5bf5f07d7af2f2ad597f5b	55a1d3635a8bdfe24bb6a5b66abfd11f7b0e8900	full_zero_context_parent_patch_read
REFACTORING_STATE.md	294e231c14a2b2a713d03ba87f864fafda40076f	5da12ce7c2b0ca61fad040dea2169ca48eda3f30	55a1d3635a8bdfe24bb6a5b66abfd11f7b0e8900	6bb0b76b65ae847ec0499dc4d10de487008e1f65	full_zero_context_parent_patch_read
REFACTORING_STATE.md	e4108aaca48d4da8d3ac304749ccc506bcfb74f0	294e231c14a2b2a713d03ba87f864fafda40076f	6bb0b76b65ae847ec0499dc4d10de487008e1f65	2a33fbd3bf81bc2aefe57d4dc75d64b134088196	full_zero_context_parent_patch_read
REFACTORING_STATE.md	c7269962880288ef83fb110cb0a64e544747c704	e4108aaca48d4da8d3ac304749ccc506bcfb74f0	2a33fbd3bf81bc2aefe57d4dc75d64b134088196	a2b600648ba9fd5c19f591cb2b27c48c1c6f9afb	full_zero_context_parent_patch_read
REFACTORING_STATE.md	5e2d21abf85f6dd45cb7df2f6e40a793e99b74a0	c7269962880288ef83fb110cb0a64e544747c704	a2b600648ba9fd5c19f591cb2b27c48c1c6f9afb	38867eeca82739ecd1c4db34efd8f7a365943371	full_zero_context_parent_patch_read
REFACTORING_STATE.md	ddd1ddaf84b8787a0b7ae5027ce870cc8c556411	5e2d21abf85f6dd45cb7df2f6e40a793e99b74a0	38867eeca82739ecd1c4db34efd8f7a365943371	245093acfb5759d06aa354047b8dbfb2c2d11f17	full_zero_context_parent_patch_read
REFACTORING_STATE.md	4535ff1a4884f0d37f6fc078df29763f9b826570	db37043538f6d9ce1020ccbb1d4aae163d50434e	245093acfb5759d06aa354047b8dbfb2c2d11f17	13e1120a0791bda2467baf1e60c7c3700e83c3a8	full_zero_context_parent_patch_read
REFACTORING_STATE.md	d49145febd725c99c5b09be3170aecdf9cc23074	efe17ca46c06a1e32ff64843bc708da6af8b1afd	13e1120a0791bda2467baf1e60c7c3700e83c3a8	e075954a7160232ddf7758560127b5b3557ec893	full_zero_context_parent_patch_read
REFACTORING_STATE.md	ad94d12ad582ca92d0866d01c727804bf42fdbb3	1e9776f3437b04885f7e7df30438c154d9bdffdc	e075954a7160232ddf7758560127b5b3557ec893	11748f02138c11c3308077b1de51f7e766b57e1e	full_zero_context_parent_patch_read
REFACTORING_STATE.md	70dacec1dd527218bdba394675938a9e9c4de285	ad94d12ad582ca92d0866d01c727804bf42fdbb3	11748f02138c11c3308077b1de51f7e766b57e1e	8d1a9bfc6f749f9c9668d63af275824b01fbb1a3	full_zero_context_parent_patch_read
docs/reviews/laneB-grid-contract.md	3adb6efec560ba14a1e49faaa44057ba0ee824ad	aed6f41dfe605074b3b32c9343e7f063dbf3d3e2	ABSENT	3c0770a44f14cf26a803bdee79cdc653da335a7d	main_full_blob_plus_all_reverse_deltas_read
docs/reviews/laneC-app-tick.md	3adb6efec560ba14a1e49faaa44057ba0ee824ad	aed6f41dfe605074b3b32c9343e7f063dbf3d3e2	ABSENT	582a84d547cc56fc5837aff284b6d79ccfb6df5a	main_full_blob_plus_all_reverse_deltas_read
docs/reviews/findings-from-documentation.md	de47f8798d2c20327e7b35e701f3071e49839190	4535ff1a4884f0d37f6fc078df29763f9b826570	ABSENT	e05247bc1860f03c5bfca707cc60c45b8cb0f866	main_full_blob_plus_all_reverse_deltas_read
docs/plans/slice6-tablepro.md	d4715f8e453fa8078a7a51dc73c63931bd53af03	f98c375d6e5c891a97132dc8659722a324f32b1f	1ff405abe12a79c0acd0bf56d5364aea0a12bbc2	55eb52943a89febbc2a27cb1593a7fce86458ff5	full_parent_patch_read
docs/plans/slice6-tablepro.md	246f7e40d4da181d6549db2f2d6e63bb4d5c5436	7784719628b39f346a62e6c6f9def2a5c0dba58c	51ef00e89d3dcabf564ef701ffeeebc59fb994b4	1ff405abe12a79c0acd0bf56d5364aea0a12bbc2	full_parent_patch_read
docs/plans/slice6-tablepro.md	a1759b2a21adeac08222f2438243033fabd77512	f28a81e3fc748330fdb73ed9fe91ab368af0a7ef	feeb33bb12c6481c2d41c09c58cd129a8a93906d	51ef00e89d3dcabf564ef701ffeeebc59fb994b4	full_parent_patch_read
docs/plans/slice6-tablepro.md	51a83beffa97fa8310506987a229b2cf600aa64c	de47f8798d2c20327e7b35e701f3071e49839190	ABSENT	feeb33bb12c6481c2d41c09c58cd129a8a93906d	main_full_blob_plus_all_reverse_deltas_read
docs/plans/slice7-jackin.md	9df371d5fac393dd3fbbd95b1042ce128f95df6f	361aa90241fbc4c225512bff4ad9be314237d6a0	7bc9aff72f8d5450ea473449dadf6cf72940d3ff	c2919098207d395509466d7dff00400f855389b5	full_parent_patch_read
docs/plans/slice7-jackin.md	568e1ef65565998b19f3c3b15af7df91c2f098ee	3f26ab1455e4d73ffff5de874e24a481a68658d5	bea814b4962f08a9178d4afd38945424e6c23ef0	7bc9aff72f8d5450ea473449dadf6cf72940d3ff	full_parent_patch_read
docs/plans/slice7-jackin.md	1d7e0947c90e3b4af827c424596023ab3062263e	51a83beffa97fa8310506987a229b2cf600aa64c	ABSENT	bea814b4962f08a9178d4afd38945424e6c23ef0	main_full_blob_plus_all_reverse_deltas_read
docs/plans/PLAN-FINDINGS.md	34c52af2461a062ff0396efe22f4cca96c45e0fe	d0aaa8a032283e60bdc56492696b3bc8a8c83eda	02dafaa650a3c1fc79b73b27fb5c28e6638e8006	26c11a0ba039f3a190b5a355d463500e38010470	full_parent_patch_read
docs/plans/PLAN-FINDINGS.md	1d7e0947c90e3b4af827c424596023ab3062263e	51a83beffa97fa8310506987a229b2cf600aa64c	ABSENT	02dafaa650a3c1fc79b73b27fb5c28e6638e8006	main_full_blob_plus_all_reverse_deltas_read
docs/audit/legacy-test-disposition.md	9df371d5fac393dd3fbbd95b1042ce128f95df6f	361aa90241fbc4c225512bff4ad9be314237d6a0	f5ed1a4ef6ca64d984e564fabf576afef814b444	e61a91daf98d4fecbab63eab7900ec40c1283ddd	full_parent_patch_read
docs/audit/legacy-test-disposition.md	568e1ef65565998b19f3c3b15af7df91c2f098ee	3f26ab1455e4d73ffff5de874e24a481a68658d5	acfefe422366c4644b237fe61ef69e7e883983e2	f5ed1a4ef6ca64d984e564fabf576afef814b444	full_parent_patch_read
docs/audit/legacy-test-disposition.md	3fa382cb7c5769262702093cbdb001336ffb2c95	1b580d749ba761809bf6d52cf94139c67518e904	ABSENT	acfefe422366c4644b237fe61ef69e7e883983e2	main_full_blob_plus_all_reverse_deltas_read
docs/historical-regeneration-approval.md	2ebe74c54a4ee02efcc3f4adc81bc9f7450b0448	588423d2b7beb19806d7f24d4d33d3a5c810bda0	ABSENT	934c4f9d6a7f9d552dcebca073a1f78aa248989a	main_full_blob_plus_all_reverse_deltas_read
docs/historical-regeneration/independent-review.md	2ebe74c54a4ee02efcc3f4adc81bc9f7450b0448	588423d2b7beb19806d7f24d4d33d3a5c810bda0	ABSENT	a86cc074980f8247cece04b3c6c9edf6ff364460	main_full_blob_plus_all_reverse_deltas_read
