commit	parent	path	before_blob	after_blob	subject	review_owner	review_status	obligations
a156054d5a1ea02337a96be27011d43bb69ac58b	e8d053c9bd47837986fcc87ff4ebaba80aeb5fd5	REFACTORING_STATE.md	b686eeb15201bd01e2c88aa15a24026e0779b2ff	9a1e7b1a788699c1f63784c50e3cba76651c63e4	docs: ledger — architecture accepted pending critique	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
a2ddd27875047e1848b708f784e190d27bcf4498	07cb2c9fec691677025120172c7d96a96ec9825d	REFACTORING_STATE.md	9a1e7b1a788699c1f63784c50e3cba76651c63e4	a6ad91205a9c05a64fccc2951633549db1cbe005	docs: ledger — perf baseline recorded	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
e2be0ced5cf12e78aab12f88f03ed7435c5a36b3	4e15e97e069468f2ebfa805c35c7a31a89f05d83	REFACTORING_STATE.md	a6ad91205a9c05a64fccc2951633549db1cbe005	0cde292e901505b2f416c97c1b4302714d167b93	docs: ledger — Slice 2 review accepted, staging decided	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
95ab652983bf6c8e77c727bd31eeeaf93b0e7635	e2be0ced5cf12e78aab12f88f03ed7435c5a36b3	COMPONENT_ARCHITECTURE.md	910280b3eb64574b8dfd1eade2d0147c524deca8	d4d8ceafcf8d09393ec94049947cdf51a3a69717	docs: apply Slice 2 review corrections (Adjudication J)	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
5701d91a7ae88ca8d5a41c999ed3c2783221c146	95ab652983bf6c8e77c727bd31eeeaf93b0e7635	REFACTORING_STATE.md	0cde292e901505b2f416c97c1b4302714d167b93	a0b6b80d9041ad15adf04fdb81012c57da6b3846	docs: ledger — user directives, open adjudications	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
79efbf602a93c24bc9a1a9579e7bc2e4e7d147e1	831297616f190b43751ed9306f5d89f9440c73ed	REFACTORING_STATE.md	a0b6b80d9041ad15adf04fdb81012c57da6b3846	73a877eb6ed1710cefede8bb5bb2072df22a09fc	docs: ledger — WP-0 complete	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
f2d30b654e5c6bea154392a8be6e9f4b7d4dbcb1	0100241f49d2be0b9700bea5bffc8117cd48527a	REFACTORING_STATE.md	73a877eb6ed1710cefede8bb5bb2072df22a09fc	6b792f69bf8a6bcc8d0389b1ec8b8c2e9e075bf2	docs: ledger — Adjudications L and K accepted	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
27bd918e3a8a0a7fdba14fb10643139340d6281f	f2d30b654e5c6bea154392a8be6e9f4b7d4dbcb1	COMPONENT_ARCHITECTURE.md	d4d8ceafcf8d09393ec94049947cdf51a3a69717	41ffb0bbda75082b73c608a360a3e71c11f6b347	docs: record Adjudications L (modern API) and K (Form, Grid) in architecture	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
b33f2cd6f71e35c5ed50ed29d5cd9584bddca8e7	27bd918e3a8a0a7fdba14fb10643139340d6281f	REFACTORING_STATE.md	6b792f69bf8a6bcc8d0389b1ec8b8c2e9e075bf2	b24587bc0aba629f774d59283de4adcbfec379aa	docs: ledger — architecture folded, Adjudication M pending	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
d57ed9ff43a8f6845eaa298969826c9e14b8a122	fa8adb7bf323b2ad59a480ce32933bc0b9c22a1d	REFACTORING_STATE.md	b24587bc0aba629f774d59283de4adcbfec379aa	224b8962e1d969ad08948a1a7ea9f63806c69c08	docs: ledger — foundations builder assigned	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
87ab93d4d21b75ce975c3a5cfecd987a0b935d2f	d57ed9ff43a8f6845eaa298969826c9e14b8a122	COMPONENT_ARCHITECTURE.md	41ffb0bbda75082b73c608a360a3e71c11f6b347	05eaf05038737b596f14961de90358421b05ee56	docs: record Adjudication M in architecture (§24)	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
82467d32cc379db206f3723b40af81afe774cb26	87ab93d4d21b75ce975c3a5cfecd987a0b935d2f	REFACTORING_STATE.md	224b8962e1d969ad08948a1a7ea9f63806c69c08	c343359e4e9a4ee72be20b57fec59c58d0d214a9	docs: ledger — §24 recorded	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
23f4879145cf819b052be4c994dde84279f0e989	18afddd245ca5ca366e562cc8b6435c11c256090	REFACTORING_STATE.md	c343359e4e9a4ee72be20b57fec59c58d0d214a9	4d85c37c0d5725c76db730317d6b67ce9a13bb9d	docs: ledger — foundations committed, review and components running	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
d24b3fcae67a4f789594f725e8975e523931a980	2e86bf61d5ab513db3a740130041a153a62877aa	REFACTORING_STATE.md	4d85c37c0d5725c76db730317d6b67ce9a13bb9d	c940f6a6d5fc92c0ed3023121e1cff9c6e436ca9	docs: ledger — foundations review recorded	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
04be43b07d0f13845917424c4310874bb8ddfb72	d7faa2ce05ff42899f6608d5b87b1758c016f27d	REFACTORING_STATE.md	c940f6a6d5fc92c0ed3023121e1cff9c6e436ca9	5a0102d5b76a5147c351e6dc32c82f61cab026da	docs: ledger — Adjudication N recorded	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
deb6dec251599ee81dbe3bc97c09ad822532870d	04be43b07d0f13845917424c4310874bb8ddfb72	REFACTORING_STATE.md	5a0102d5b76a5147c351e6dc32c82f61cab026da	54382893c994c4cf14b3575ac947aa1d1809f52b	docs: ledger — push-often directive	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
69fcdcad413375a181c72a144b776e08a7b2b5fd	fa87a59c6d1028bc08515132e1f7719624bf9a08	COMPONENT_ARCHITECTURE.md	05eaf05038737b596f14961de90358421b05ee56	1ae808efa30e6d2c5b46ba779fadf36af043cba8	wip: interruption snapshot — partial components, partial architecture amendments, ledger resume plan	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
69fcdcad413375a181c72a144b776e08a7b2b5fd	fa87a59c6d1028bc08515132e1f7719624bf9a08	REFACTORING_STATE.md	54382893c994c4cf14b3575ac947aa1d1809f52b	bbea642d8c3e7198a381447aa53a8a7b70a39907	wip: interruption snapshot — partial components, partial architecture amendments, ledger resume plan	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
6d71702fea520796705a4044005f60827bbd6422	7885bb9649cabb819e04be092e13ae0e7963ef1e	REFACTORING_STATE.md	bbea642d8c3e7198a381447aa53a8a7b70a39907	efaca04661b06e43885d2a9716f1b6f7d3681748	chore: repoint coordinator and builder agents to Opus 5	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
1129ab1c0225548f3a2bd20cae5e33aa87fbc5a5	0c87fb06ae961f11d5a33e99f25125f773ab14bd	REFACTORING_STATE.md	efaca04661b06e43885d2a9716f1b6f7d3681748	40fc7298a1825e72358595834858144143b01ca1	docs: ledger — resume ground truth and active builder ownership	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
587c53bdfaa6f391b686f2383b5675194d9ba9f8	1129ab1c0225548f3a2bd20cae5e33aa87fbc5a5	COMPONENT_ARCHITECTURE.md	1ae808efa30e6d2c5b46ba779fadf36af043cba8	64c0f6911f2f7b89166ab62cd9c632b7203812bf	docs: record Slice 3 review adjudications (§25) and Adjudication N (§26)	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
873787e3b3412682e87b2d7e372ba306ec447300	587c53bdfaa6f391b686f2383b5675194d9ba9f8	REFACTORING_STATE.md	40fc7298a1825e72358595834858144143b01ca1	4441fcb366d1c2ead9a819e14f4d7b99ceeaf658	docs: ledger — architecture amendments landed	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
bf49186707f06e59ba8e3d1b1b30b7e1c2df79ad	7899678da1d66183c8c52590e95723d0c0d6ea90	REFACTORING_STATE.md	4441fcb366d1c2ead9a819e14f4d7b99ceeaf658	cf194624ee3a2926b6976d440fd31d68b8e1812c	docs: ledger — foundations correction pass verified	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
eed8187221c1aa4b4d92f4294bb8c09a7a29ade7	84993dfc2e3feec57b3c9c5c24a1a8685b5d1d67	REFACTORING_STATE.md	cf194624ee3a2926b6976d440fd31d68b8e1812c	56454f793369c72b80cdf300359b4a70d0d6c5d4	docs: ledger — Adjudication O recorded	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
4aabceb774f4d35e6cecfd326e5dc8bc1ee40461	eed8187221c1aa4b4d92f4294bb8c09a7a29ade7	COMPONENT_ARCHITECTURE.md	64c0f6911f2f7b89166ab62cd9c632b7203812bf	26987b4ad93c489dcae164e03d5d631f05e795ef	docs: record Adjudication O in architecture (§27)	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
8b8e543f14f90b5cba8963faa9d8e052bfbbd67b	4aabceb774f4d35e6cecfd326e5dc8bc1ee40461	REFACTORING_STATE.md	56454f793369c72b80cdf300359b4a70d0d6c5d4	fc50f705eaa942caf6531e91a9e27e8127c7a9ad	docs: ledger — Adjudication O doc half landed	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
0af7b095949a1d1363047e1f280c6a24830a7274	8ec40c138a855ba20549252c85a3000dc2037234	REFACTORING_STATE.md	fc50f705eaa942caf6531e91a9e27e8127c7a9ad	6e5ef8a6eeda57ac3c613b1cc2c22b223522bc34	docs: ledger — prototype complete, O code pass and P adjudication running	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
1653fb133e979aea6f733f6e0ca10bbb3a1256a2	bb92a657f4f6cce448cd2713c072a6f87a61be6b	REFACTORING_STATE.md	6e5ef8a6eeda57ac3c613b1cc2c22b223522bc34	cacced6b3a2d6f7e42054502f7275c09f1d5c5be	docs: ledger — Adjudication O code landed, P adjudicated	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
dc3e0fa1be9e4896b246a477958895deed072ff0	1653fb133e979aea6f733f6e0ca10bbb3a1256a2	COMPONENT_ARCHITECTURE.md	26987b4ad93c489dcae164e03d5d631f05e795ef	0c17e2d06d1285ef23cf56a689dd7cb907e03300	docs: record Adjudication P in architecture (§28)	early;historian_inline;middle_where_present	direct_full_initial_or_parent_delta_union	history-early.md;history-inline-api.md;history-early-amendments-coverage.tsv;history-middle.md;history-late.md (section-specific joins)
beca6d55f11c32926e383063825c360f9aeabccb	0f66160e9d7d41e605110b62fc24f0bc436d6d36	REFACTORING_STATE.md	cacced6b3a2d6f7e42054502f7275c09f1d5c5be	772c19cd965a6499010c9a06882e838f2fe8842a	docs: ledger — Adjudication P landed, with a coordinator correction	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
014a07f6ade5d2732e53fcd783ff8819d43aa05b	beca6d55f11c32926e383063825c360f9aeabccb	REFACTORING_STATE.md	772c19cd965a6499010c9a06882e838f2fe8842a	c3bac023fe2a965e005665d2dcc6a9bb5703ca39	docs: ledger — Slice 3 closed, Slice 4 wave 1 open	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
8377d635797291c0324a273e05fa0e3a5d8553c3	e22ae190662fb97a6375578ff648b62775472736	REFACTORING_STATE.md	c3bac023fe2a965e005665d2dcc6a9bb5703ca39	424fb4a9dfe3e2a60d4a5568af5da28fbf72c358	docs: ledger — Adjudication Q, with a correction to its A4 premise	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
d7950b93599460cc0fc0446423f5632ceadee9f0	8377d635797291c0324a273e05fa0e3a5d8553c3	REFACTORING_STATE.md	424fb4a9dfe3e2a60d4a5568af5da28fbf72c358	e24db1b83304f3c51f032a2c9e453153f5903cd0	wip: session token-limit snapshot — Slice 4 wave 1 partial	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
808b9e43132d195aaf1278f1e2a18b6b56c04207	d7950b93599460cc0fc0446423f5632ceadee9f0	REFACTORING_STATE.md	e24db1b83304f3c51f032a2c9e453153f5903cd0	d8a85764bb35f063b0f6f36f75cdfa93f6fcbcdb	docs: ledger — session 3 resume plan	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
8ed714ba61c340bdc43a530943bef1796aab5365	808b9e43132d195aaf1278f1e2a18b6b56c04207	REFACTORING_STATE.md	d8a85764bb35f063b0f6f36f75cdfa93f6fcbcdb	c470b323a32a8556a69eeeae7416da489cd0e4d4	wip: land 4B fields, inputs, select, choice and chips	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
939a7ead9058dcd7596b831892fa2596bbec6567	8ed714ba61c340bdc43a530943bef1796aab5365	REFACTORING_STATE.md	c470b323a32a8556a69eeeae7416da489cd0e4d4	2ca5fa46327d5c22d5083d74027b9c703d94cc79	docs: ledger — 4B addendum and its three open questions	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
cc1c877e0c15e561ae2de8fc3346dac5dac73d75	939a7ead9058dcd7596b831892fa2596bbec6567	REFACTORING_STATE.md	2ca5fa46327d5c22d5083d74027b9c703d94cc79	d4fc0a5fff14d3175b2cacdf765469fdf2a32cba	wip: land 4G status, hints, progress, meters and chrome	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
2a9316c0b3c8416959938b42868acf67e54c9060	cc1c877e0c15e561ae2de8fc3346dac5dac73d75	REFACTORING_STATE.md	d4fc0a5fff14d3175b2cacdf765469fdf2a32cba	2ff49f37db992fe46b4802b35055d32de9ba875d	fix(tui-testing): make baseline blessing thread- and process-safe	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
8b9d4d6d04dfece728c4066566c58ee7292630d9	2a9316c0b3c8416959938b42868acf67e54c9060	HANDOFF_SLICE4_WAVE1.md	ABSENT	50be7f75159378b654a1c12675fc218d0a08ad36	docs: add Slice 4 wave 1 handoff prompt for a parallel agent	historian	direct_full_generation_read	history-other-docs.md document-lineage disposition
3d525eb666266f3489bf0eccd4929166b599a71e	8b9d4d6d04dfece728c4066566c58ee7292630d9	REFACTORING_STATE.md	2ff49f37db992fe46b4802b35055d32de9ba875d	c0fbd54eeecdbb747fcd6b69d6c8c1aacb1e0317	docs(refactor): record current baseline diagnostic	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
3c557f46ce3e3e02a8dfc108a858b13900afccea	3d525eb666266f3489bf0eccd4929166b599a71e	REFACTORING_STATE.md	c0fbd54eeecdbb747fcd6b69d6c8c1aacb1e0317	136f53b713972dc63b5bf5f07d7af2f2ad597f5b	docs: record Arendt Q1/Q2 evidence	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
5da12ce7c2b0ca61fad040dea2169ca48eda3f30	3c557f46ce3e3e02a8dfc108a858b13900afccea	REFACTORING_STATE.md	136f53b713972dc63b5bf5f07d7af2f2ad597f5b	55a1d3635a8bdfe24bb6a5b66abfd11f7b0e8900	docs: record paused proof wiring	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
294e231c14a2b2a713d03ba87f864fafda40076f	5da12ce7c2b0ca61fad040dea2169ca48eda3f30	REFACTORING_STATE.md	55a1d3635a8bdfe24bb6a5b66abfd11f7b0e8900	6bb0b76b65ae847ec0499dc4d10de487008e1f65	docs: record RowUi migration checkpoint	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
e4108aaca48d4da8d3ac304749ccc506bcfb74f0	294e231c14a2b2a713d03ba87f864fafda40076f	REFACTORING_STATE.md	6bb0b76b65ae847ec0499dc4d10de487008e1f65	2a33fbd3bf81bc2aefe57d4dc75d64b134088196	docs: record McClintock architecture checkpoint	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
c7269962880288ef83fb110cb0a64e544747c704	e4108aaca48d4da8d3ac304749ccc506bcfb74f0	REFACTORING_STATE.md	2a33fbd3bf81bc2aefe57d4dc75d64b134088196	a2b600648ba9fd5c19f591cb2b27c48c1c6f9afb	docs: record Sagan Q3 Fixture checkpoint	history_inputs	full_zero_context_parent_patch_read	history-inputs.md;history-inputs-read-index.tsv;HI001-HI066
