path	partition	branch	commit	blob	sha256	lines	oracle_equal	read_coverage	semantic_status
apps/jackin-preview/src/screens/op_flow.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	4419195bd9e53eea4bf2f73d6ae93b0b40ae75d4	8839f1e23e76879174f4bf1347644d82443246c8a3717cf610ccfe527ddfd127	365	not_applicable	1-365	reviewed;BD-JT-15;retain_operation_model;restore_all_account_vault_item_field_flows;TASK051/052/053
apps/jackin-preview/src/screens/prelude.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	1f98a58af78163e6c71671531901f383592bfe77	bc0eb1c2ae3dd187b9fa4c94f4e1a9cdc7f9dd6a03dfb44ff51848585ec2b476	117	not_applicable	1-117	reviewed;BD-JT-15/23;retain_prelude_state;restore_real_browser_and_zero_workspace_launch;TASK051/054
apps/jackin-preview/src/screens/settings.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	62467cbe263ba09e67b113cdaa2dc9fe3a507765	c829d73207510de4f361f0e4dbfed3fa7e7632c4bf699152df1864715c20ea6e	91	not_applicable	1-91	reviewed;BD-JT-24/26;retain_pending_settings_model;restore_full_global_controls_and_save;TASK053
apps/jackin-preview/src/screens/usage.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	6f5e67149b65a64e21b4f205eef2c76bcb7736f3	b94be4bd6167dbdb3b4dc8ba091399c1e282bf9ce4b997d637efd3d64f9de4c1	143	not_applicable	1-143	reviewed;BD-JT-25/27;retain_usage_model;restore_real_scope_refresh_scroll_and_narrow_drawer;TASK052
apps/jackin-preview/src/sim/changes.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	4dab4764a0228e8667a8090ee3266beaa4458beb	f23ec187d33d798028da2479ca214c1e204cd322a9cf5aed7e3e59cee63ca929	496	not_applicable	1-496	reviewed;BD-JT-11/25;restore_complete_diff_fixtures;retain_application_domain_ownership;TASK051/056
apps/jackin-preview/src/sim/launch.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	b7c526c89ee78c292fef691360da3fda4c8e649e	f59d9c9b5851ba91084b6946cb17abd2fb9e1ff48f36555786647a472c961f01	527	not_applicable	1-527	reviewed;BD-JT-13/21/25;retain_launch_domain_scheduler;restore_real_hardcase_producers_and_stage_contracts;TASK051/054
apps/jackin-preview/src/sim/mod.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	71c18df189a2ea5ec89909d80b721773548a79ee	16575691f954e3f4d17aba9de3ce42b0f899d85750a08615b46ab32b44a6faf2	15	not_applicable	1-15	reviewed;BD-JT-10;retain_simulation_module_boundary;TASK051
apps/jackin-preview/src/sim/onepassword.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	24567b1447f46e3f46ab06f11a5b2684bb4cddfe	aa0b9c18b2ee8d07cb7030c9b87d823d47566016d8bc3c482256c6f2e069b346	847	not_applicable	1-847	reviewed;BD-JT-15;retain_service_model;restore_full_App_picker_branch_consumption;TASK051/051/052/053
apps/jackin-preview/src/sim/provider.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	f2dcf082e1e4645fbfc8428f886361cff1b164b9	f34eae7b573fa7365f88e9e6f3ac6f1374e78da01a9875a70c1e8d993a666b98	558	not_applicable	1-558	reviewed;BD-JT-25/27;retain_provider_refresh_simulation;restore_UI_per_scope_schedules;TASK051/052
apps/jackin-preview/src/sim/pty.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	a05f4baa256e755b716158f274af033435bb37cf	ae66da19cf60b5b3977b3a0bc3201717da37a4e41ab0f1ff12cec9b873cabfe1	2099	not_applicable	1-2099	reviewed;BD-JT-13/22/28;retain_pane_tree_and_transcript_domain;restore_timed_output_and_shared_borrowed_view;TASK051/055
apps/jackin-preview/src/sim/world.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	7630c2a58a3564cfa9d6da0f0444b3f0f4b86668	dc5732dbc09ca984d8f0568f8de22aaf7da6be4d15364ceab2e4c5752eef9982	624	not_applicable	1-624	reviewed;BD-JT-10/12/17/21;retain_captured_jobs_world_time;restore_scopes_takeover_and_hardcases;TASK051/051/053/054/055/056
apps/jackin-preview/tests/app_tests.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	ceb0a813327d35a50673d61c0ad3e79f151cf083	356d6dcf8bf62ef36d23a5f71e201805253bfe4fdc1d3766f2c1e6b4c846ac24	1327	not_applicable	1-1327	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/jackin-preview/tests/app_tests_chrome.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	fa6b47e96b0c89a74921a79c771fed426b96e9c9	299fca373bd1e2d500fe5279761da892146291069f6aeadb9f01f592bc3c435b	207	not_applicable	1-207	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/jackin-preview/tests/baselines/jackin.txt	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	40266f11c5a228cc2ee3fe3d5dcf057fead838db	eef123c4d3ee1a4547c4093fc7eccabb8b316484a5caba01556cd6fd0de54e50	65	not_applicable	1-65	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/jackin-preview/tests/cli_contract.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	8c86b08cf29c2400fe3d35f705cd86086f2a1f58	c350b7f3fade35c0e95b7b08a57cbaa1f02b44741cb87b9c827574d3a0bdee74	134	not_applicable	1-134	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/jackin-preview/tests/editor_save_journey.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	536fd77a955bd61ace6894c0c725db010061df06	3653321edf63dbaeefd45034430006bf468401d3c3e4ab71a10df9c0aff0bc60	90	not_applicable	1-90	reviewed;BD-JT-17/23;retain_captured_target_stale_completion_guards;restore_real_App_producers;TASK051/053/054/055
apps/jackin-preview/tests/editor_save_ownership.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	db4b5e6911e3d6605872aac6a75fc0fb65fbe21d	9430eb0cba89ec48db79cee6f68e4afca3aa3814841229c9aade2baca516106d	243	not_applicable	1-243	reviewed;BD-JT-17/23;retain_captured_target_stale_completion_guards;restore_real_App_producers;TASK051/053/054/055
apps/jackin-preview/tests/manager_actions.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	dbe484fbd1150ad6049f3a01f7ece866d546b1a6	4e13ae80e90572a94e6903489521ecba6206702a00b531cd017737122324e232	674	not_applicable	1-674	reviewed;BD-JT-17/23;retain_captured_target_stale_completion_guards;restore_real_App_producers;TASK051/053/054/055
apps/jackin-preview/tests/manager_identity.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	9ccdd2c1b8aac5bfa2aa78c547413e4b63b15456	3ffe24d6b81c8e17a8ea4006a75013fa03637c99034d383e0c40d0116679cc4e	279	not_applicable	1-279	reviewed;BD-JT-17/23;retain_captured_target_stale_completion_guards;restore_real_App_producers;TASK051/053/054/055
apps/jackin-preview/tests/manager_repository.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	3083fbd533a9e416806aac6a3b02dc27c2fc711b	4482b95e310db281b000c9d9ee75aeb01696438c0ae95d7739d5e87f8ff7f628	137	not_applicable	1-137	reviewed;BD-JT-17/23;retain_captured_target_stale_completion_guards;restore_real_App_producers;TASK051/053/054/055
apps/jackin-preview/tests/perf.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	54f787cfc52c252649efa1ebaa9d36abef0fe16e	85f2f9a976bd032270d13a7cb88566d62bbb02931b4e0cfe9685cce32606f302	181	not_applicable	1-181	reviewed;BD-JT-22;retain_actual_App_allocator;assert_declared_rows_and_no_transcript_clones;TASK055/067
apps/jackin-preview/tests/perf_baseline.txt	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	d9c95ed81a2fe3a138e94c3b78b919cdfc3b6d30	c7b64487b5efb53868fe38fb4a9a03e5a0e5fc2e6d925c1b01184c86a8b8888c	5	not_applicable	1-5	reviewed;BD-JT-22;retain_actual_App_allocator;assert_declared_rows_and_no_transcript_clones;TASK055/067
apps/jackin-preview/tests/preview.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	2ac1198cc1999a22d483b72ddbcbd25f275d4e5d	16e8124eec234cd7ef94b08fef3c4c36c84b8e21bd1c104add654f11a54ea8a0	269	not_applicable	1-269	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/jackin-preview/tests/support.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	c574e9832bc539281afa4444c465c6369a0a9a93	acb078f263c8c958816617ddf01c16dab70c3d1f867930d3bf7941a0fd5a73df	136	not_applicable	1-136	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/jackin-preview/tests/timing.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	d6532c41a1357af99ae2295d71dfff82a868f1f3	d06bb527999a006c9fce766ba60deb0b3f21f5b51c6c59836f91de2ad915b6b9	164	not_applicable	1-164	reviewed;BD-JT-22;retain_monotonic_deadline_owner;restore_source_busy_producers;TASK051/054/055
apps/jackin-preview/tests/visual.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	2d60fafa4ff2e165ca43a9ac68e7de11703e0dd3	efb058d44d8994cd23dd1145b44121dd32e747da7e6f710f496b4a2c5690c51c	39	not_applicable	1-39	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/jackin-preview/tests/world_cwd.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	0b61a8c7a204866f511e8bb64cfc48ed68cd2139	657117cc2e1f3a30ffb60f11726ed60d247d8b3949b68060b22f5bb29925030f	58	not_applicable	1-58	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/jackin-preview/tests/world_fixtures.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	558f36c611ff8f430705ed7550358501e81704fb	1d5803b8a6f48ca870b607b4f4746dc3ff9b2472f70cb3dd300347cbcc3397a2	532	not_applicable	1-532	reviewed;BD-JT-23;retain_runtime_CLI_fixture_checks;repair_weakened_source_expectations;TASK004/051/051/052/053/054/055/056
apps/tablepro/Cargo.toml	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	77a06baa3f14e31bdc886b5dff61580f17b6c86d	52329cdbda97379560bafb5056b5a243a6a1a0555d7fa0d5c7c5b6848a0734d0	26	not_applicable	1-26	reviewed;retain_workspace_package/testing_dependency;TASK058/064
apps/tablepro/src/app.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	740f33f25c521b989acc0d1bf0ea88268c809a4b	9b6bcaa54d94a2c35aaaef53b0c017285d33fe429cc1ef794316e5f8d60dd6ea	3333	not_applicable	1-3333	reviewed;BD-JT-01/02/03/06/07/09;restore_real_controls_and_routing_not_Surface_seeds;TASK058/059/060/061/062/063
apps/tablepro/src/cli.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	27bad74ff0ff37d69fdc4826958a27e0517a1f85	b04c61c0e06c2b4fecf29989d76c0f91af933077f8b438c32bb4f6ae3a3c1a76	156	not_applicable	1-156	reviewed;retain_public_CLI_parse/color/theme/size/start;source_CLI_contract;TASK058/064
apps/tablepro/src/connections.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	1afaca349beff5367c52de4f508d47cab3d0a8fe	88859c79b5f8f766d9147a15c9941f70ad8b18d39ec72e87ee4139e41881fb9a	475	not_applicable	1-475	reviewed;BD-JT-01/02;retain_FormData;restore_source_fields_validation_buttons;TASK058
apps/tablepro/src/db.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	e2a1513b10a5fc0de34a7eac63d60a89c74273dd	88c72fdb3750938958a4e5e5c6714f6e2dec887e6e5cf10414676b380b9af764	1145	not_applicable	1-1145	reviewed;BD-JT-05;retain_db_domain_and_completed_value_safety;source_execution_contract;TASK058/062
apps/tablepro/src/domain.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	d53060ef3ef630a55587ee92fb79b41fa105bd06	1fa31ed66e024e45589a27f9adc06def1b4e0a3292fbf13470adb099c3da6468	1000	not_applicable	1-1000	reviewed;BD-JT-05/09;retain_PendingRow_keys_baselines_undo;compose_source_Grid_actions;TASK058/060/062
apps/tablepro/src/filter_editor.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	d996fe258b893c0d8101ef1d3538fb234dfa8060	cdd714fcd3458c02d7b5c6e314c99a3aae32db44f2b670242b44d1ca76d8042e	285	not_applicable	1-285	reviewed;BD-JT-06;retain_typed_predicates;adjudicate_source_SQL_and_noops;TASK060/063
apps/tablepro/src/grid_model.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	c89b328fcafd44dbd97ea0767564d455b3a67b9a	2ee3ce857e3e9ecd45687604438444a67e40b0c59757ce62471f0707996c36a0	112	not_applicable	1-112	reviewed;BD-JT-05/09;retain_shared_Grid_model_adapters;restore_structure_rows;TASK060
apps/tablepro/src/lib.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	d1d84c5b96d61bd5d2d7190e325ffd1a4a91bdc0	1b4c6b494f43cde333f2248a9ab06a3d5a641aed6b04e54f3d490d3a7dc28fad	153	not_applicable	1-153	reviewed;retain_public_App_domain_exports_and_durable_ids;TASK058/064
apps/tablepro/src/main.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	dd3d0b3256cb3dee32e4f482f9b465215b717bae	ce6568a31f531d2378601b2128812c0eca46b838c56ab0728da3a600e665d0d2	16	not_applicable	1-16	reviewed;retain_CLI_to_Runtime_shell;source_CLI_contract;TASK058/064
apps/tablepro/src/model.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	4f763d37dda4c6c8a7817e5fec8051f837f921a0	a64f75cd3d5e7c35780eae4a2139e25a1377406042e8bfec9a9059d988a276b4	1056	not_applicable	1-1056	reviewed;BD-JT-04/09;retain_typed_owners;restore15_history_fixture_records;TASK058/061/063
apps/tablepro/src/quick_switcher.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	501c53232d7e12ec36721c62a21d3c2fd093e3d5	71c4a82431e6ef82f04da83a48fb362f9169c79a2bdc7a651b85c63efcde70c4	95	not_applicable	1-95	reviewed;BD-JT-03/07/09;retain_weak_owner_keyed_projection;restore_scope_query_hit_paste;TASK063
apps/tablepro/src/sql.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	5d1b30b0461c78c8ee944a1cdf6ceb965509afe6	99de3b4f4aa7e552390bf8040629871040ae29826fd5d4947657c0d8b1e7b0e4	1712	not_applicable	1-1712	reviewed;BD-JT-05/06;retain_UTF8_safe_domain_completion;source_execute_results;TASK062
apps/tablepro/src/tabs.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	935da3450d93be74ea2c5ed596bd1dc5f6843ce2	1a6f28b7984ad2d107db834b07802a22ba62157a38e790e4dd72062d4c93a02c	558	not_applicable	1-558	reviewed;BD-JT-03/04/09;retain_durable_tab_owners;restore_CodeEditor_grid_history_flows;TASK059/060/061/062
apps/tablepro/src/workbench.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	151e66d4155947385a152b3c0b7b67197a1d9805	1926fc87f734c6b88f4f6e5eeb861cf9ad035dfc95afb86736c9cb452a030556	470	not_applicable	1-470	reviewed;BD-JT-03/07/09;retain_owner_generation_and_undo;restore_actual_dispatch;TASK059/060/061/062/063
apps/tablepro/tests/app_tests.rs	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	4ad00b975019b09e25560122bd5c868db5f3725f	60fc9c2160c4f900770710cf9977d3bb776559b99fb05d7227f5e9e45aacd48c	440	not_applicable	1-440	reviewed;BD-JT-08/09;retain_key_generation_ownership_tests;restore_source_App_producers;TASK059/060/061/062/063/064
apps/tablepro/tests/baselines/tablepro.txt	tablepro	main	7b27732a8c3c131760ec3438f641cb3c11343a42	edd5faf75a44964bbe94f2d61a9ede670e08769b	c14a23b8292ed52fb6d1672c8ef5790df385b1f2d168f6d708cac9253cbfe027	169	not_applicable	1-169	reviewed;BD-JT-08;retain_CLI_and_main_baseline;oracle_frames_not_proven;TASK005/064
