commit	parent	before_blob	after_blob	before_sections_0_29_sha256	after_sections_0_29_sha256	coverage	evidence
87dae98dc4aa4ed37f03be8bd2fff66fb87d70df	34cf02ac96b8461fbbeb09d046d7e2b3e5ecc8c2	aeee7aef75988ab05d311158080b53148821cd89	7196e1dd828853762c8f93b355c225f953154490	cb63ca91b6ad3290c19b1702f4201148a6ab1c7140f9228a9088bcad91b225be	3beb5868465b5233aad8dae4e01b5b173e9891cc53e3dffcf0787ac3f9fad4b1	identical_prefix_pair:8cfb810a/87bfbfda	history-early-amendments.md; evidence/early-amendment-extract.cjs
ec3d760de9d178a91c153a12885f2652f0e7fa33	34cf02ac96b8461fbbeb09d046d7e2b3e5ecc8c2	aeee7aef75988ab05d311158080b53148821cd89	de5a88af4eafc88b42685f67cf7f52fd600bd200	cb63ca91b6ad3290c19b1702f4201148a6ab1c7140f9228a9088bcad91b225be	c9ffc28cd8d354526566eef8f876cec697dae595f217181247d74cf944437152	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
e524ceaa2344c0a334f3fd1130055eb1ee08890f	ec3d760de9d178a91c153a12885f2652f0e7fa33	de5a88af4eafc88b42685f67cf7f52fd600bd200	aa986bd47b9ead3b5b67b2db413429d1fcc87fc7	c9ffc28cd8d354526566eef8f876cec697dae595f217181247d74cf944437152	2e4b7a31371177ccaf38f5069f253ce3e9f498a945d9d5123ac54e02a0a2de10	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
e524ceaa2344c0a334f3fd1130055eb1ee08890f	e6ca522c0c21008e27d6f40d2c2ddcb7e778a927	7196e1dd828853762c8f93b355c225f953154490	aa986bd47b9ead3b5b67b2db413429d1fcc87fc7	3beb5868465b5233aad8dae4e01b5b173e9891cc53e3dffcf0787ac3f9fad4b1	2e4b7a31371177ccaf38f5069f253ce3e9f498a945d9d5123ac54e02a0a2de10	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
1192419969e285d36b918d6fe575909b5fe79022	5d17cc0e22913fe21c45354e121af414bd1a299b	aa986bd47b9ead3b5b67b2db413429d1fcc87fc7	aa8c57b62c7e750344ac445fd01967482dea7770	2e4b7a31371177ccaf38f5069f253ce3e9f498a945d9d5123ac54e02a0a2de10	65da7b0e166c4d0415961ea11d0fe2d5f0ada4daac7187c8ebfac077772f7bd4	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
aabe0b5ffe2fd036ecfd664db55d80e5d8c4940b	5d17cc0e22913fe21c45354e121af414bd1a299b	aa986bd47b9ead3b5b67b2db413429d1fcc87fc7	abccf925cc581d848a0a2b43386c012a7e3ddb89	2e4b7a31371177ccaf38f5069f253ce3e9f498a945d9d5123ac54e02a0a2de10	d46bda6a20205567736cdfa73e909d8aa1098f38fb4357ac52051421be8e97b5	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
aabe0b5ffe2fd036ecfd664db55d80e5d8c4940b	06e190c48fbd9078322aa19222f608d48c3a3f17	aa986bd47b9ead3b5b67b2db413429d1fcc87fc7	abccf925cc581d848a0a2b43386c012a7e3ddb89	2e4b7a31371177ccaf38f5069f253ce3e9f498a945d9d5123ac54e02a0a2de10	d46bda6a20205567736cdfa73e909d8aa1098f38fb4357ac52051421be8e97b5	identical_prefix_pair:aabe0b5f/5d17cc0e	history-early-amendments.md; evidence/early-amendment-extract.cjs
c493a2cdd814a4c5f53c5d660ebeaa28abdbdcd7	d0083af1b7c4cfcab2d13c1127c89cfe08bb34b6	aa986bd47b9ead3b5b67b2db413429d1fcc87fc7	aa8c57b62c7e750344ac445fd01967482dea7770	2e4b7a31371177ccaf38f5069f253ce3e9f498a945d9d5123ac54e02a0a2de10	65da7b0e166c4d0415961ea11d0fe2d5f0ada4daac7187c8ebfac077772f7bd4	identical_prefix_pair:11924199/5d17cc0e	history-early-amendments.md; evidence/early-amendment-extract.cjs
15ecde1e8b36a009ea13bce827d63ab7ecd94a34	26bcc9290842541ce6c66f0222d6ced1d4a3a55e	aa8c57b62c7e750344ac445fd01967482dea7770	5ba93b29f2ff2fffa26a0b70a823ecdd283a4442	65da7b0e166c4d0415961ea11d0fe2d5f0ada4daac7187c8ebfac077772f7bd4	485cff009ef2d3c1ffd889b28e0e004efe68d5d9655f6373de4bf225f3226aea	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
0f018368e801440b159f8e5e7d77bb7cd2638876	776a2ce097c8c9cee5096d2dac075c8ffb0a47f2	5ba93b29f2ff2fffa26a0b70a823ecdd283a4442	2c33c67b4dc231d5841e35b9ed28f6f27dcecd60	485cff009ef2d3c1ffd889b28e0e004efe68d5d9655f6373de4bf225f3226aea	6533a947d615a9a4adb477ecb6000d20defe380bf2d2938673568b45fff073cb	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
82158df5ca4ff301e34fce0bf5bc018d767facd2	0f018368e801440b159f8e5e7d77bb7cd2638876	2c33c67b4dc231d5841e35b9ed28f6f27dcecd60	bb5a839c84f05066998d40a627b87cb92e710ac6	6533a947d615a9a4adb477ecb6000d20defe380bf2d2938673568b45fff073cb	b27d5839ddae494c0a542cd7f6d18bd42e34d55d7cb05c8eed0b8b9b63281d23	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
33eeb99e7964fbb68fda38115f2d8b57ba7a66ed	a7e64c6b60979bea14cf74d3efc2c917e94e34c4	bb5a839c84f05066998d40a627b87cb92e710ac6	ef5304a3c9fdbb678d0f6803257e359627cb542d	b27d5839ddae494c0a542cd7f6d18bd42e34d55d7cb05c8eed0b8b9b63281d23	f42d755a60096e2932972a25e570a715aa993998993d13095ed2a4d5cfcde8b5	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
e49de3f8cf36e54e01efe4a55503da0642c4dea3	b8552ffebdd27beb42076f60b6367a7a9a50c320	bb5a839c84f05066998d40a627b87cb92e710ac6	81a347142a6347ec5f6f832eaf3c7760197cb69e	b27d5839ddae494c0a542cd7f6d18bd42e34d55d7cb05c8eed0b8b9b63281d23	d82e1f14d1cb86692e00a892898fb014596b74a2817c879e69983347502a4ab7	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
03697429564e20290a49278c3129ef5a123b4bc6	e49de3f8cf36e54e01efe4a55503da0642c4dea3	81a347142a6347ec5f6f832eaf3c7760197cb69e	181ebd1d0cb379a24111d0e2e61210de1c49612a	d82e1f14d1cb86692e00a892898fb014596b74a2817c879e69983347502a4ab7	22d029f1de250acd493e33f49af4d67a61afe41361389ebcf964653c317e2d5a	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
c936d51fb4ee7c374cf1f7a789645caabfec78c8	5dc310a530723fa2072734d12d9becd26d40d3cf	181ebd1d0cb379a24111d0e2e61210de1c49612a	6b33cf1d2d039aeaf5ac4aafe301b2eb3da20f85	22d029f1de250acd493e33f49af4d67a61afe41361389ebcf964653c317e2d5a	e2f705ed983fa4a0dac5295aec909da8e6c0a8d7585cb869cb20566989dee017	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
91f0296a72b64268cab37dfc7dcf8b4c6844bbbe	b23df21c93a4694a4e71c4e76029bea14e275759	6b33cf1d2d039aeaf5ac4aafe301b2eb3da20f85	b1a245c18cdbc80bbd4c67e556172b96661609c2	e2f705ed983fa4a0dac5295aec909da8e6c0a8d7585cb869cb20566989dee017	097f940b40006978b6a62de073b5d84c3b03b23c30810ba1bdccb24e4054ebe6	direct_original_delta_read	history-early-amendments.md; evidence/early-amendment-extract.cjs
