group	source	destination	sha256
flow	docs/refactoring-plan/holla-stage-contract.md	refactoring-tasks/terminal-components/completion/069/trusted/holla-stage-contract.md	2d8dd4c203d8b49ffec5b744e1aa8783fa841a2c6a83e08aec30183b57596cb1
flow	docs/refactoring-plan/holla-stage-contributions.tsv	refactoring-tasks/terminal-components/completion/069/trusted/holla-stage-contributions.tsv	c96e205274077d7fdc21da7f4c36c6a6959c67cd697ec329d2cb772eb5cd2386
flow	docs/refactoring-plan/holla-trace-corrections.md	refactoring-tasks/terminal-components/completion/069/trusted/holla-trace-corrections.md	cb64706e4134127e47047838db404c490af8a4f0eae0c63c791c61f79dc4e42f
flow	docs/refactoring-plan/shell-contribution-contract.md	refactoring-tasks/terminal-components/completion/069/trusted/shell-contribution-contract.md	f6e61281935fbaa5123cc66136861bd301f5954f695c058c2857d4545f3dccc5
flow	docs/refactoring-plan/shell-contributions.tsv	refactoring-tasks/terminal-components/completion/069/trusted/shell-contributions.tsv	7de9e27736906daa9a1d7a8577558b6102c96367d7b8005bdf8469128dad53c1
flow	docs/refactoring-plan/shell-frame-contributions.tsv	refactoring-tasks/terminal-components/completion/069/trusted/shell-frame-contributions.tsv	ddf9d9cbcc872b97af43a01166dcbf86497b6f5dc86cfda9334c4b2210040f1e
flow	docs/refactoring-plan/app-flow-contribution-contract.md	refactoring-tasks/terminal-components/completion/070/trusted/app-flow-contribution-contract.md	3e2ecb1b2bce8b2a6fc159283e3771b5f198812e97d4f6555958d857fd86deaa
flow	docs/refactoring-plan/app-flow-contributions.tsv	refactoring-tasks/terminal-components/completion/070/trusted/app-flow-contributions.tsv	69495b477bede24ee34d85f50c6583d567370b81a6c45a340d360de870640f48
flow	docs/refactoring-plan/app-flow-frame-contributions.tsv	refactoring-tasks/terminal-components/completion/070/trusted/app-flow-frame-contributions.tsv	9168e444b4eb8e9513f76d5de760334a88cc6572631bed39795a35e6059a3cd7
flow	docs/refactoring-plan/app-flow-stage-audit.tsv	refactoring-tasks/terminal-components/completion/070/trusted/app-flow-stage-audit.tsv	64211a2a0fdd270a50e54d82c31fe32b53bbad9d955c3762d86e3730a291ed9d
capture-atomicity	docs/refactoring-plan/evidence/architecture-bootstrap-main-driver.py	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/architecture-bootstrap-main-driver.py	fdb0ba703c0be4e7055c51ecec3ddc37a7fc889ead6f04f0618eccdeeca2cbe1
capture-atomicity	docs/refactoring-plan/evidence/capture-atomicity-bootstrap-decoder.rs	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/capture-atomicity-bootstrap-decoder.rs	cc239c4e6958adc8759b1630a645c8fe016bc9dc725f8bf484a41b34403a5be2
capture-atomicity	docs/refactoring-plan/evidence/capture-atomicity-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/capture-atomicity-bootstrap-driver.py	fa6d8c3ae767b5a71ccdf2e898de4dac44a4072808a10e32568382bc3e139c8e
capture-atomicity	docs/refactoring-plan/evidence/capture-atomicity-bootstrap-producer.rs	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/capture-atomicity-bootstrap-producer.rs	aab309cb614ef1f68f4ad047fc0be841bb245df88adb344ca9e924bf564a29b8
capture-atomicity	docs/refactoring-plan/evidence/capture-atomicity-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/capture-atomicity-bootstrap-protocol.md	a0adeac34408de28e8a205e3061caeeea57b67f6ec25e10aa9fd9f62aade1751
capture-atomicity	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
capture-atomicity	docs/refactoring-plan/evidence/runner-bootstrap-app.py	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/runner-bootstrap-app.py	682d8e14c480b85175f78748ca25dd163f501a63b9751257007147b679e2fd2c
capture-atomicity	docs/refactoring-plan/evidence/runner-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/runner-bootstrap-driver.py	4a481d42161963eb620d271c9fa8474d605c42bebd76f1b206a5e34de31619c4
capture-atomicity	docs/refactoring-plan/evidence/runner-bootstrap-worker.py	refactoring-tasks/terminal-components/completion/070/trusted/capture-atomicity-bootstrap/runner-bootstrap-worker.py	e5bd488a947bd7fa43d46b9f3658016c3d6a586e60ccfba093aff24d2678198a
flow	docs/refactoring-plan/holla-route-expansion.md	refactoring-tasks/terminal-components/completion/070/trusted/holla-route-expansion.md	aab96c612abe05388b08eb1275dc9324cf768dabb69ec67bc14c42b246176550
flow	docs/refactoring-plan/holla-route-sites.tsv	refactoring-tasks/terminal-components/completion/070/trusted/holla-route-sites.tsv	eb3c6d66bffd441fd61964b41e6c08f0c2db2ba33ec02f0184bde43834aba045
flow	docs/refactoring-plan/holla-stage-audit.tsv	refactoring-tasks/terminal-components/completion/070/trusted/holla-stage-audit.tsv	058bf7a7ec980410f37b9c698b847206f876704cc6eb403dfd93483c2efda7fc
flow	docs/refactoring-plan/holla-stage-contract.md	refactoring-tasks/terminal-components/completion/070/trusted/holla-stage-contract.md	2d8dd4c203d8b49ffec5b744e1aa8783fa841a2c6a83e08aec30183b57596cb1
flow	docs/refactoring-plan/holla-stage-contributions.tsv	refactoring-tasks/terminal-components/completion/070/trusted/holla-stage-contributions.tsv	c96e205274077d7fdc21da7f4c36c6a6959c67cd697ec329d2cb772eb5cd2386
flow	docs/refactoring-plan/holla-trace-corrections.md	refactoring-tasks/terminal-components/completion/070/trusted/holla-trace-corrections.md	cb64706e4134127e47047838db404c490af8a4f0eae0c63c791c61f79dc4e42f
proof	docs/refactoring-plan/evidence/host-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-driver.py	3b31181a58fb78954bc70f421cbab7fe395e58bd671ad331c7c2563d4748a1db
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/AGENTS.md	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-fixture/AGENTS.md	3527fbd145b7074a62cc63dff6177e887561075bf7b88576cee1279cf8d47bbd
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/README.md	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-fixture/README.md	02bd2540ab9034fa4d25dc253c18366533b5308ece049053404a105be447d579
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/check.py	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-fixture/check.py	a1ba0ef5a4cffb091d480fde3b1977612accb3e94dbf19460cf82f378f574726
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/forged-host.py	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-fixture/forged-host.py	afd8529a3d58077b2567a1e3b65384fa1613e6ee0de030ecb7276f23e94b0581
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/substituting-host.py	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-fixture/substituting-host.py	c7eae2f1e23d4233d0d41ef08252097f70940f05682e0b2965ec42eb1ca80803
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/task.toml	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-fixture/task.toml	53799ee23646124e1e4094178643831ffe8a6fc36bdc1d1e48e455abeba7cf04
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/verify.toml	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-fixture/verify.toml	2cbbd73344a5a30e88f809920c140fbcc45718675a30fe75797d8af1e464847d
proof	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
proof	docs/refactoring-plan/evidence/host-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-protocol.md	65be48956806c56028743cf494eec3e994aa176d8ef650cb5e451298524c4a7d
proof	docs/refactoring-plan/evidence/host-bootstrap-vectors.json	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/host-bootstrap-vectors.json	3bfd68251995a3e3115aca081d9789f101beca0f1b1d3c40cecd7ed312d77098
proof	docs/refactoring-plan/evidence/proof-comparator-bootstrap.py	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/proof-comparator-bootstrap.py	3ecb9c6ea3a37da22a864c0c016f6ea58a0ec52973742782d5f73c3e4c7c8dae
proof	docs/refactoring-plan/evidence/proof-comparator-protocol.md	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/proof-comparator-protocol.md	9ae9625897a57942ae7a505ccdbf8250bd62382827c966bd4cc260c7137fc905
proof	docs/refactoring-plan/evidence/proof-comparator-vectors.json	refactoring-tasks/terminal-components/completion/070/trusted/proof-bootstrap/proof-comparator-vectors.json	84f4b35d92acc39bd5feddfb639920b8484aaff12f9de1f71807612d753046d0
runner	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
runner	docs/refactoring-plan/evidence/runner-bootstrap-accounting.py	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-accounting.py	8468412179b55a5abba3c431ed1cc81d4e9955ef9ee0a914cf64dcd3cb7e5b14
runner	docs/refactoring-plan/evidence/runner-bootstrap-app.py	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-app.py	682d8e14c480b85175f78748ca25dd163f501a63b9751257007147b679e2fd2c
runner	docs/refactoring-plan/evidence/runner-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-driver.py	4a481d42161963eb620d271c9fa8474d605c42bebd76f1b206a5e34de31619c4
runner	docs/refactoring-plan/evidence/runner-bootstrap-extensions-protocol.md	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-extensions-protocol.md	d21085556b5a70314540faac89db7cdc848c642c647ac9f598f80729b44b6191
runner	docs/refactoring-plan/evidence/runner-bootstrap-extensions.py	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-extensions.py	e9083cde278a3bfe2d9deada1225b1657c4dda090e2ba2ee0f3a0faba3882ae6
runner	docs/refactoring-plan/evidence/runner-bootstrap-index.py	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-index.py	6d1e6c717a396c57835ec12ed308691dc1eb5b710939c2268d1845cbd7704710
runner	docs/refactoring-plan/evidence/runner-bootstrap-native.py	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-native.py	b425dfdba38c89b46db734c277f318cf5784d032624f7bd2f409a526869f7996
runner	docs/refactoring-plan/evidence/runner-bootstrap-performance.rs	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-performance.rs	7b9c3903da134f478a9d78994ea1a1cb465341e2d208b7d96065d3f4cd188fed
runner	docs/refactoring-plan/evidence/runner-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-protocol.md	87ec5da1bef74c69b590e77fa6ef98fc518e4131fd3543c72b88187f165da1cc
runner	docs/refactoring-plan/evidence/runner-bootstrap-worker.py	refactoring-tasks/terminal-components/completion/070/trusted/runner-bootstrap/runner-bootstrap-worker.py	e5bd488a947bd7fa43d46b9f3658016c3d6a586e60ccfba093aff24d2678198a
flow	docs/refactoring-plan/shell-contribution-contract.md	refactoring-tasks/terminal-components/completion/070/trusted/shell-contribution-contract.md	f6e61281935fbaa5123cc66136861bd301f5954f695c058c2857d4545f3dccc5
flow	docs/refactoring-plan/shell-contributions.tsv	refactoring-tasks/terminal-components/completion/070/trusted/shell-contributions.tsv	7de9e27736906daa9a1d7a8577558b6102c96367d7b8005bdf8469128dad53c1
flow	docs/refactoring-plan/shell-frame-contributions.tsv	refactoring-tasks/terminal-components/completion/070/trusted/shell-frame-contributions.tsv	ddf9d9cbcc872b97af43a01166dcbf86497b6f5dc86cfda9334c4b2210040f1e
flow	docs/refactoring-plan/app-flow-contribution-contract.md	refactoring-tasks/terminal-components/completion/071/trusted/app-flow-contribution-contract.md	3e2ecb1b2bce8b2a6fc159283e3771b5f198812e97d4f6555958d857fd86deaa
flow	docs/refactoring-plan/app-flow-contributions.tsv	refactoring-tasks/terminal-components/completion/071/trusted/app-flow-contributions.tsv	69495b477bede24ee34d85f50c6583d567370b81a6c45a340d360de870640f48
flow	docs/refactoring-plan/app-flow-frame-contributions.tsv	refactoring-tasks/terminal-components/completion/071/trusted/app-flow-frame-contributions.tsv	9168e444b4eb8e9513f76d5de760334a88cc6572631bed39795a35e6059a3cd7
flow	docs/refactoring-plan/app-flow-stage-audit.tsv	refactoring-tasks/terminal-components/completion/071/trusted/app-flow-stage-audit.tsv	64211a2a0fdd270a50e54d82c31fe32b53bbad9d955c3762d86e3730a291ed9d
flow	docs/refactoring-plan/holla-route-expansion.md	refactoring-tasks/terminal-components/completion/071/trusted/holla-route-expansion.md	aab96c612abe05388b08eb1275dc9324cf768dabb69ec67bc14c42b246176550
flow	docs/refactoring-plan/holla-route-sites.tsv	refactoring-tasks/terminal-components/completion/071/trusted/holla-route-sites.tsv	eb3c6d66bffd441fd61964b41e6c08f0c2db2ba33ec02f0184bde43834aba045
flow	docs/refactoring-plan/holla-stage-audit.tsv	refactoring-tasks/terminal-components/completion/071/trusted/holla-stage-audit.tsv	058bf7a7ec980410f37b9c698b847206f876704cc6eb403dfd93483c2efda7fc
flow	docs/refactoring-plan/holla-stage-contract.md	refactoring-tasks/terminal-components/completion/071/trusted/holla-stage-contract.md	2d8dd4c203d8b49ffec5b744e1aa8783fa841a2c6a83e08aec30183b57596cb1
flow	docs/refactoring-plan/holla-stage-contributions.tsv	refactoring-tasks/terminal-components/completion/071/trusted/holla-stage-contributions.tsv	c96e205274077d7fdc21da7f4c36c6a6959c67cd697ec329d2cb772eb5cd2386
flow	docs/refactoring-plan/holla-trace-corrections.md	refactoring-tasks/terminal-components/completion/071/trusted/holla-trace-corrections.md	cb64706e4134127e47047838db404c490af8a4f0eae0c63c791c61f79dc4e42f
proof	docs/refactoring-plan/evidence/host-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-driver.py	3b31181a58fb78954bc70f421cbab7fe395e58bd671ad331c7c2563d4748a1db
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/AGENTS.md	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-fixture/AGENTS.md	3527fbd145b7074a62cc63dff6177e887561075bf7b88576cee1279cf8d47bbd
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/README.md	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-fixture/README.md	02bd2540ab9034fa4d25dc253c18366533b5308ece049053404a105be447d579
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/check.py	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-fixture/check.py	a1ba0ef5a4cffb091d480fde3b1977612accb3e94dbf19460cf82f378f574726
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/forged-host.py	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-fixture/forged-host.py	afd8529a3d58077b2567a1e3b65384fa1613e6ee0de030ecb7276f23e94b0581
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/substituting-host.py	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-fixture/substituting-host.py	c7eae2f1e23d4233d0d41ef08252097f70940f05682e0b2965ec42eb1ca80803
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/task.toml	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-fixture/task.toml	53799ee23646124e1e4094178643831ffe8a6fc36bdc1d1e48e455abeba7cf04
proof	docs/refactoring-plan/evidence/host-bootstrap-fixture/verify.toml	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-fixture/verify.toml	2cbbd73344a5a30e88f809920c140fbcc45718675a30fe75797d8af1e464847d
proof	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
proof	docs/refactoring-plan/evidence/host-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-protocol.md	65be48956806c56028743cf494eec3e994aa176d8ef650cb5e451298524c4a7d
proof	docs/refactoring-plan/evidence/host-bootstrap-vectors.json	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/host-bootstrap-vectors.json	3bfd68251995a3e3115aca081d9789f101beca0f1b1d3c40cecd7ed312d77098
proof	docs/refactoring-plan/evidence/proof-comparator-bootstrap.py	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/proof-comparator-bootstrap.py	3ecb9c6ea3a37da22a864c0c016f6ea58a0ec52973742782d5f73c3e4c7c8dae
proof	docs/refactoring-plan/evidence/proof-comparator-protocol.md	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/proof-comparator-protocol.md	9ae9625897a57942ae7a505ccdbf8250bd62382827c966bd4cc260c7137fc905
proof	docs/refactoring-plan/evidence/proof-comparator-vectors.json	refactoring-tasks/terminal-components/completion/071/trusted/proof-bootstrap/proof-comparator-vectors.json	84f4b35d92acc39bd5feddfb639920b8484aaff12f9de1f71807612d753046d0
runner	docs/refactoring-plan/evidence/host-bootstrap-observer.py	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/host-bootstrap-observer.py	04c27acbd00577eecfe0a69a19154df23b62fc8f85ddc0231e47705e3c7a95f0
runner	docs/refactoring-plan/evidence/runner-bootstrap-accounting.py	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-accounting.py	8468412179b55a5abba3c431ed1cc81d4e9955ef9ee0a914cf64dcd3cb7e5b14
runner	docs/refactoring-plan/evidence/runner-bootstrap-app.py	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-app.py	682d8e14c480b85175f78748ca25dd163f501a63b9751257007147b679e2fd2c
runner	docs/refactoring-plan/evidence/runner-bootstrap-driver.py	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-driver.py	4a481d42161963eb620d271c9fa8474d605c42bebd76f1b206a5e34de31619c4
runner	docs/refactoring-plan/evidence/runner-bootstrap-extensions-protocol.md	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-extensions-protocol.md	d21085556b5a70314540faac89db7cdc848c642c647ac9f598f80729b44b6191
runner	docs/refactoring-plan/evidence/runner-bootstrap-extensions.py	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-extensions.py	e9083cde278a3bfe2d9deada1225b1657c4dda090e2ba2ee0f3a0faba3882ae6
runner	docs/refactoring-plan/evidence/runner-bootstrap-index.py	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-index.py	6d1e6c717a396c57835ec12ed308691dc1eb5b710939c2268d1845cbd7704710
runner	docs/refactoring-plan/evidence/runner-bootstrap-native.py	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-native.py	b425dfdba38c89b46db734c277f318cf5784d032624f7bd2f409a526869f7996
runner	docs/refactoring-plan/evidence/runner-bootstrap-performance.rs	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-performance.rs	7b9c3903da134f478a9d78994ea1a1cb465341e2d208b7d96065d3f4cd188fed
runner	docs/refactoring-plan/evidence/runner-bootstrap-protocol.md	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-protocol.md	87ec5da1bef74c69b590e77fa6ef98fc518e4131fd3543c72b88187f165da1cc
runner	docs/refactoring-plan/evidence/runner-bootstrap-worker.py	refactoring-tasks/terminal-components/completion/071/trusted/runner-bootstrap/runner-bootstrap-worker.py	e5bd488a947bd7fa43d46b9f3658016c3d6a586e60ccfba093aff24d2678198a
flow	docs/refactoring-plan/shell-contribution-contract.md	refactoring-tasks/terminal-components/completion/071/trusted/shell-contribution-contract.md	f6e61281935fbaa5123cc66136861bd301f5954f695c058c2857d4545f3dccc5
flow	docs/refactoring-plan/shell-contributions.tsv	refactoring-tasks/terminal-components/completion/071/trusted/shell-contributions.tsv	7de9e27736906daa9a1d7a8577558b6102c96367d7b8005bdf8469128dad53c1
flow	docs/refactoring-plan/shell-frame-contributions.tsv	refactoring-tasks/terminal-components/completion/071/trusted/shell-frame-contributions.tsv	ddf9d9cbcc872b97af43a01166dcbf86497b6f5dc86cfda9334c4b2210040f1e
flow	docs/refactoring-plan/app-flow-contribution-contract.md	refactoring-tasks/terminal-components/completion/072/trusted/app-flow-contribution-contract.md	3e2ecb1b2bce8b2a6fc159283e3771b5f198812e97d4f6555958d857fd86deaa
flow	docs/refactoring-plan/app-flow-contributions.tsv	refactoring-tasks/terminal-components/completion/072/trusted/app-flow-contributions.tsv	69495b477bede24ee34d85f50c6583d567370b81a6c45a340d360de870640f48
flow	docs/refactoring-plan/app-flow-frame-contributions.tsv	refactoring-tasks/terminal-components/completion/072/trusted/app-flow-frame-contributions.tsv	9168e444b4eb8e9513f76d5de760334a88cc6572631bed39795a35e6059a3cd7
flow	docs/refactoring-plan/app-flow-stage-audit.tsv	refactoring-tasks/terminal-components/completion/072/trusted/app-flow-stage-audit.tsv	64211a2a0fdd270a50e54d82c31fe32b53bbad9d955c3762d86e3730a291ed9d
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-actual-driver.py	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-actual-driver.py	a3e03f8ed0227bbb9a2186bc16536b8b29ca64667f0b0eba69c992b84a232f57
architecture	docs/refactoring-plan/evidence/architecture-bootstrap-conformance-probe.rs	refactoring-tasks/terminal-components/completion/072/trusted/architecture-bootstrap/architecture-bootstrap-conformance-probe.rs	4ab0ebae375b17c3dd30787ab567fec6218cc787eb3f08e57faf698ac9d03f50
