path	status	holla_blob	main_blob	read_pin	lines	sha256	oracle_relation	read_coverage	semantic_disposition	task_map	proof_map
apps/holla/src/domain/disk.rs	A	0000000000000000000000000000000000000000	db7bbd6c99c4735b44290ce20728c03b25342f9b	7b27732a8c3c131760ec3438f641cb3c11343a42	197	8bfad5161feb1844b2b89b78370e9946c5731906a87738101127979fd3f98c94	main_target_not_oracle	full_1_197	preserve_checked_accounting_restore_generation_scan_cache_tree_sort_fold_selection_insights_platforms	TASK-045;TASK-046;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP18,HO-HP19,HO-HP20,HO-HP23,HO-DISK-SCAN,HO-DISK-TREE,HO-ROUTE-28,HO-ROUTE-29,HO-ROUTE-33];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/docker.rs	A	0000000000000000000000000000000000000000	c0e9a91e78dd77df5bfb3fcb80f40927a79d607d	7b27732a8c3c131760ec3438f641cb3c11343a42	254	97e81af8dd2adc2a2cfecc08f33c3195a441a869667876a094e25c1a7b4d7352	main_target_not_oracle	full_1_254	preserve_exact_PG_target_and_Docker_accounting_restore_container_service_remote_snapshot_and_outcome	TASK-048;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP09,HO-HP10,HO-DOCKER,HO-REMOTE,HO-GATES,HO-ROUTE-01,HO-ROUTE-02,HO-ROUTE-08,HO-ROUTE-09,HO-ROUTE-11];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/effect.rs	A	0000000000000000000000000000000000000000	a04e11e3683247014ae69cead9f018fc86eb2fd2	7b27732a8c3c131760ec3438f641cb3c11343a42	128	63201d56c88fe0aca19d093de205a8fbe22e05e52560604828c92efa75ef782e	main_target_not_oracle	full_1_128	restore_source_world_and_complete_catalog_through_modern_typed_simulation_no_real_process_or_host_filesystem	TASK-040;TASK-041;TASK-042;TASK-043;TASK-044;TASK-045;TASK-046;TASK-047;TASK-048;TASK-049;TASK-050	required:holla-scenarios.tsv[all_135_rows];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/fixtures.rs	A	0000000000000000000000000000000000000000	bae067f25a77c53dd1e140261adbe3472d805004	7b27732a8c3c131760ec3438f641cb3c11343a42	1003	00df0060338194f4405221597add267d567cbc2582f051fc88ceaca8edfb4e85	main_target_not_oracle	full_1_1003	restore_source_world_and_complete_catalog_through_modern_typed_simulation_no_real_process_or_host_filesystem	TASK-040;TASK-041;TASK-042;TASK-043;TASK-044;TASK-045;TASK-046;TASK-047;TASK-048;TASK-049;TASK-050	required:holla-scenarios.tsv[all_135_rows];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/git.rs	A	0000000000000000000000000000000000000000	4592a6519001ee7aba8ea0ddf8fdf8668292d0a8	7b27732a8c3c131760ec3438f641cb3c11343a42	141	1da8ab645f07f056ce3deb444b9c20248d35a5a805ffd684e78c0823f666b08b	main_target_not_oracle	full_1_141	preserve_typed_intent_revalidation_restore_repository_build_adapter_catalog_exact_argv_outcome_and_effect	TASK-047;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP05,HO-HP06,HO-HP07,HO-HP08,HO-HP11,HO-HP12,HO-HP14,HO-ACTIVITIES];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/github.rs	A	0000000000000000000000000000000000000000	75b2c6e5b115d6d38ff48e47ad401e0c42b6d7bb	7b27732a8c3c131760ec3438f641cb3c11343a42	22	f9e7cc55067f7d1da42b3a11a50b11d322cee9586cbd620e2f492233c15e24fe	main_target_not_oracle	full_1_22	preserve_typed_intent_revalidation_restore_repository_build_adapter_catalog_exact_argv_outcome_and_effect	TASK-047;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP05,HO-HP06,HO-HP07,HO-HP08,HO-HP11,HO-HP12,HO-HP14,HO-ACTIVITIES];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/host.rs	A	0000000000000000000000000000000000000000	9b9ba8d20a172beb8532b2f9c4e07c6c15f36a75	7b27732a8c3c131760ec3438f641cb3c11343a42	149	c0a6f5f558583eb5b12a5306fc275d7f90863ff82873e8d968fae15874e778e6	main_target_not_oracle	full_1_149	preserve_typed_host_identity_restore_four_direction_scope_remote_roots_context_and_target_provenance	TASK-040;TASK-041;TASK-043;TASK-044;TASK-048;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-SHELL,HO-MENUS,HO-QUIT,HO-CLOSE,HO-PICKER,HO-OVERLAY-PASTE,HO-CLI-PREVIEW,HO-RESIZE,HO-PALETTE,HO-LIFECYCLE,HO-HP01,HO-HP02,HO-FINDER-EMPTY,HO-FINDER-EDIT,HO-FINDER-SWEEP,HO-ROUTE-06,HO-ROUTE-10,HO-HP09,HO-HP10,HO-DOCKER,HO-REMOTE,HO-GATES,HO-ROUTE-01,HO-ROUTE-02,HO-ROUTE-08,HO-ROUTE-09,HO-ROUTE-11];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/mise.rs	A	0000000000000000000000000000000000000000	f0f5abcf2b345e3d03466e4e1be9b182908011ed	7b27732a8c3c131760ec3438f641cb3c11343a42	61	a647952560a13c300c479c47f041b0ff54c064d2fb3d588976ac91753a27224c	main_target_not_oracle	full_1_61	preserve_typed_mise_state_restore_task_discovery_args_trust_tool_install_upgrade_and_snapshot_outcomes	TASK-043;TASK-047;TASK-048;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP05,HO-HP06,HO-HP07,HO-HP08,HO-HP11,HO-HP12,HO-HP14,HO-ACTIVITIES,HO-ARGS,HO-TRUST,HO-GATES,HO-PLAN-REVIEW,HO-OVERLAY-PASTE,HO-ROUTE-27,HO-ROUTE-31,HO-ROUTE-40,HO-HP01,HO-HP13,HO-HP17,HO-UPGRADE,HO-PLAN-EXEC,HO-SNAPSHOTS,HO-MENUS];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/mod.rs	A	0000000000000000000000000000000000000000	b0b845578cc9659b5e049b121572dccf4ad3e960	7b27732a8c3c131760ec3438f641cb3c11343a42	61	93b084fc5075d7c12bc1b58d030397f49966951d9ba6b7cfd77aad14550fe985	main_target_not_oracle	full_1_61	restore_source_world_and_complete_catalog_through_modern_typed_simulation_no_real_process_or_host_filesystem	TASK-040;TASK-041;TASK-042;TASK-043;TASK-044;TASK-045;TASK-046;TASK-047;TASK-048;TASK-049;TASK-050	required:holla-scenarios.tsv[all_135_rows];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/pg.rs	A	0000000000000000000000000000000000000000	2d5f5b234db53c11d1f6c27bae3e0fcb0af9c07e	7b27732a8c3c131760ec3438f641cb3c11343a42	37	01f59ad248ca735d30b234646015d308090dbd3e357e8dcd042718aa155907e9	main_target_not_oracle	full_1_37	preserve_exact_PG_target_and_Docker_accounting_restore_container_service_remote_snapshot_and_outcome	TASK-048;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP09,HO-HP10,HO-DOCKER,HO-REMOTE,HO-GATES,HO-ROUTE-01,HO-ROUTE-02,HO-ROUTE-08,HO-ROUTE-09,HO-ROUTE-11];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/plan.rs	A	0000000000000000000000000000000000000000	a7ea0a89a8f1ef7cb8c9db5ce39748bdc0d43c88	7b27732a8c3c131760ec3438f641cb3c11343a42	534	85ef1fb21ef8a0ecbe71b065420c090a0b7419878714bd22d91f76cd9bd9becd	main_target_not_oracle	full_1_534	preserve_noncloneable_review_identity_exact_targets_restore_async_dependency_execution_output_retry_cancel_exclusion	TASK-043;TASK-044;TASK-046;TASK-047;TASK-048;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-PLAN-REVIEW,HO-PLAN-EXEC,HO-UPGRADE,HO-GATES,HO-DOCKER,HO-ROUTE-01,HO-ROUTE-02,HO-ROUTE-03];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/ranking.rs	A	0000000000000000000000000000000000000000	951d596ec2f0a9b3e9dda7918a2aaa86a9c139f8	7b27732a8c3c131760ec3438f641cb3c11343a42	233	64aab180d5b3bd5393b17d4446180f2104c75b8ad781cb269fd06f7cc081bf87	main_target_not_oracle	full_1_233	preserve_shared_TextInput_NavList_and_typed_identity_restore_source_discovery_scope_ranking_query_grammar	TASK-041;TASK-044;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP01,HO-HP02,HO-FINDER-EMPTY,HO-FINDER-EDIT,HO-FINDER-SWEEP,HO-ROUTE-06,HO-ROUTE-10];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/domain/ssh.rs	A	0000000000000000000000000000000000000000	d5d40c8afd451f5e4231da0125e5091e87dd9880	7b27732a8c3c131760ec3438f641cb3c11343a42	45	e6928c4537aff17ce977cec8e9a957ce343466c3075975f032dbb1aaad6eaa1f	main_target_not_oracle	full_1_45	preserve_exact_PG_target_and_Docker_accounting_restore_container_service_remote_snapshot_and_outcome	TASK-048;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP09,HO-HP10,HO-DOCKER,HO-REMOTE,HO-GATES,HO-ROUTE-01,HO-ROUTE-02,HO-ROUTE-08,HO-ROUTE-09,HO-ROUTE-11];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/lib.rs	A	0000000000000000000000000000000000000000	1d6bd1f93f480559aaf1e3ddd68492d457f5118b	7b27732a8c3c131760ec3438f641cb3c11343a42	75	4ad9445f4389693fa4b5504fd76650d20a3b5b19488e94c3f02851b38fd98aa1	main_target_not_oracle	full_1_75	preserve_runtime_lifecycle_pure_draw_restore_15_pages_tabs_event_precedence_and_CLI	TASK-040;TASK-041;TASK-043;TASK-044;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-SHELL,HO-MENUS,HO-QUIT,HO-CLOSE,HO-PICKER,HO-OVERLAY-PASTE,HO-CLI-PREVIEW,HO-RESIZE,HO-PALETTE,HO-LIFECYCLE];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/main.rs	A	0000000000000000000000000000000000000000	a2237d6ddbb3b7ae44fd1f800f32111697a39275	7b27732a8c3c131760ec3438f641cb3c11343a42	4	6c4da60bfcbbce513e5d7a4d9ed1acca1f0176caf93ffa53a868c259d155dd7f	main_target_not_oracle	full_1_4	preserve_runtime_lifecycle_pure_draw_restore_15_pages_tabs_event_precedence_and_CLI	TASK-040;TASK-041;TASK-043;TASK-044;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-SHELL,HO-MENUS,HO-QUIT,HO-CLOSE,HO-PICKER,HO-OVERLAY-PASTE,HO-CLI-PREVIEW,HO-RESIZE,HO-PALETTE,HO-LIFECYCLE];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/scenario.rs	A	0000000000000000000000000000000000000000	487a21f9193c8c04c26dc6e7de41d369255c94c2	7b27732a8c3c131760ec3438f641cb3c11343a42	116	8915bc16576e7cb10c3afa0509fc7404a74f7a79b8c8e4211f12e1ff65f18624	main_target_not_oracle	full_1_116	preserve_runtime_lifecycle_pure_draw_restore_15_pages_tabs_event_precedence_and_CLI	TASK-040;TASK-041;TASK-043;TASK-044;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-SHELL,HO-MENUS,HO-QUIT,HO-CLOSE,HO-PICKER,HO-OVERLAY-PASTE,HO-CLI-PREVIEW,HO-RESIZE,HO-PALETTE,HO-LIFECYCLE];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/screens/actions.rs	A	0000000000000000000000000000000000000000	ed0ca3ca503a8f956ea31c4a46f44d89ed3f3b24	7b27732a8c3c131760ec3438f641cb3c11343a42	147	6bad0c0846b6d59467c578558fd5daffa381bf3fd2e23f55ed9e73915ec30b8f	main_target_not_oracle	full_1_147	preserve_shared_TextInput_NavList_and_typed_identity_restore_source_discovery_scope_ranking_query_grammar	TASK-041;TASK-044;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP01,HO-HP02,HO-FINDER-EMPTY,HO-FINDER-EDIT,HO-FINDER-SWEEP,HO-ROUTE-06,HO-ROUTE-10];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/screens/activity.rs	A	0000000000000000000000000000000000000000	7b4fad74dfef610a925c2800c77811bd39c30fe4	7b27732a8c3c131760ec3438f641cb3c11343a42	265	4ad87e16b84b504334aa17d42782fc161063b608b05659ccf56e59fe45ce9c39	main_target_not_oracle	full_1_265	preserve_stable_activity_owners_TextViewport_restore_exact_stream_stdin_search_cancellation_attach_retry	TASK-044;TASK-047;TASK-048;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP14,HO-HP15,HO-ACTIVITIES,HO-OUTPUT-SCROLL,HO-OUTPUT-FIND,HO-STDIN,HO-CLOSE,HO-QUIT,HO-ROUTE-42,HO-HP05,HO-HP06,HO-HP07,HO-HP08,HO-HP11,HO-HP12,HO-HP09,HO-HP10,HO-DOCKER,HO-REMOTE,HO-GATES,HO-ROUTE-01,HO-ROUTE-02,HO-ROUTE-08,HO-ROUTE-09,HO-ROUTE-11,HO-HP01,HO-HP13,HO-HP17,HO-TRUST,HO-UPGRADE,HO-PLAN-EXEC,HO-SNAPSHOTS,HO-MENUS];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/screens/clone.rs	A	0000000000000000000000000000000000000000	0f7e8405bc43aa47a76aef42af4c532b8af6cf36	7b27732a8c3c131760ec3438f641cb3c11343a42	73	c7ef4f08cf05cf4f99e773eda78b01478a13eab1e33df67314e96b73c9b4f508	main_target_not_oracle	full_1_73	preserve_typed_intent_revalidation_restore_repository_build_adapter_catalog_exact_argv_outcome_and_effect	TASK-047;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP05,HO-HP06,HO-HP07,HO-HP08,HO-HP11,HO-HP12,HO-HP14,HO-ACTIVITIES];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/screens/context.rs	A	0000000000000000000000000000000000000000	b2547571596e24602c28554dd943e9f246261129	7b27732a8c3c131760ec3438f641cb3c11343a42	24	26bdda92bab243e728e43a0d6f9eecb684c0d562634d35893a5c5537ff5c3e0a	main_target_not_oracle	full_1_24	preserve_runtime_lifecycle_pure_draw_restore_15_pages_tabs_event_precedence_and_CLI	TASK-040;TASK-041;TASK-043;TASK-044;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-SHELL,HO-MENUS,HO-QUIT,HO-CLOSE,HO-PICKER,HO-OVERLAY-PASTE,HO-CLI-PREVIEW,HO-RESIZE,HO-PALETTE,HO-LIFECYCLE];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/screens/dialogs.rs	A	0000000000000000000000000000000000000000	eb8e2c621b583c62a602d2b9770cb82991662488	7b27732a8c3c131760ec3438f641cb3c11343a42	610	ce82382d846078761ee9cd6ef30618ffe870f8223f46071ec1edb87c1b1056b3	main_target_not_oracle	full_1_610	preserve_shared_configured_controls_restore_trust_args_gates_and_exact_continuations	TASK-043;TASK-048;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-ARGS,HO-TRUST,HO-GATES,HO-PLAN-REVIEW,HO-OVERLAY-PASTE,HO-ROUTE-27,HO-ROUTE-31,HO-ROUTE-40];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/screens/home.rs	A	0000000000000000000000000000000000000000	62b754e69aba858fc36f9cc15d8d9a85388c6724	7b27732a8c3c131760ec3438f641cb3c11343a42	531	f283259b836cb9f66ef1b20c01beedc7221120c975ec4791917dfdccbb678ba4	main_target_not_oracle	full_1_531	preserve_shared_TextInput_NavList_and_typed_identity_restore_source_discovery_scope_ranking_query_grammar	TASK-041;TASK-044;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-HP01,HO-HP02,HO-FINDER-EMPTY,HO-FINDER-EDIT,HO-FINDER-SWEEP,HO-ROUTE-06,HO-ROUTE-10];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
apps/holla/src/screens/mod.rs	A	0000000000000000000000000000000000000000	654e230a0b396945b63a054b6c609f3b0239ec0e	7b27732a8c3c131760ec3438f641cb3c11343a42	10	73d7cfe69ee482bcd405b7983e9be811c21a8f6a781b5e607edf119086bd9652	main_target_not_oracle	full_1_10	preserve_runtime_lifecycle_pure_draw_restore_15_pages_tabs_event_precedence_and_CLI	TASK-040;TASK-041;TASK-043;TASK-044;TASK-049;TASK-050	required:holla-scenarios.tsv[id_in=HO-SHELL,HO-MENUS,HO-QUIT,HO-CLOSE,HO-PICKER,HO-OVERLAY-PASTE,HO-CLI-PREVIEW,HO-RESIZE,HO-PALETTE,HO-LIFECYCLE];full_parent_owner=holla-stage-audit.tsv;prefix_only=holla-stage-contributions.tsv;retained_architecture=branch-diff-holla.md#completed-main-architecture-to-preserve
