path	holla_blob	main_blob	oracle_blob	holla_lines	main_lines	holla_sha256	main_sha256	read_coverage	disposition	task_ids	semantic_evidence
crates/tui/src/components/picker.rs	0000000000000000000000000000000000000000	00f172fe386ed5a9f2b53281b41c44c7a255e25e	not_same_path	0	837	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	0bb812135c44694c9dc10196d7aac31e1bc7d0945ad51bac99ab8da38a988789	main entire1-837;holla absent	preserve semantic borrowed API; restore source-qualified missing action	TASK-024	all837 incltests; Columns measures fullprojection; explicit size/alignment; clear-hidden-query guard retained as modernAPI not F01oracle; missing keylessSubmit B-PICKER-05
crates/tui/src/components/picker_chain.rs	0000000000000000000000000000000000000000	68a5c9e659f903dede861b1c703b7657761ed83a	not_same_path	0	648	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ae014296661bc024ddee89ec738730d7f21434bab25c25ae0c6696de1d3dcfba	main entire1-648;holla absent	preserve caller-stage ownership and runtime typed actions	TASK-024	all648 incltests; historyenter/back, keyed historicalcrumbs/errorretry; readinesssharedhelper; removedstage history must not counterfeit current; queryretention belongs caller fixture W02405
crates/tui/src/components/props.rs	0000000000000000000000000000000000000000	edbe2cc2e27cd9e76c3805e7d1b359ccffaf6418	not_same_path	0	1630	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ad3bec890b06a50a5d3eae67dc175c761545f40d8e8baefc11daee7b15faff12	main entire1-1630;holla absent	preserve borrowed secret-safe API; restore source-qualified decorative/interactive geometry	TASK-027	all1630 incltests; secret cannotCopy; keyedcopy reorder; rich wrap sharedmeasurepainter; old Info Activate resolves same copyresult for allowedvalues; noncopy rows must not emitcopy; sourcehint/padding/fades need exactproof
crates/tui/src/components/status.rs	0000000000000000000000000000000000000000	c6b26dbdad0910935e180412414083af4ca6ac2a	not_same_path	0	1320	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	4c62779069ca9c3bf395625a2c422c2cdbfe992c762f48e0ea97e4158635b86d	main entire1-1320;holla absent	preserve modern typed API; restore both source policies explicitly	TASK-028	all1320 lines incl tests; fixed16 buffers, inlineMeter/slots/keyed hover; hardcoded last-left retention/latest tie and theme gap conflates segments; B-STATUS-01
crates/tui/src/components/steps.rs	0000000000000000000000000000000000000000	1a9012d1a37555023670d44a441e0e92d34ed64f	not_same_path	0	1759	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	ed3529035cd249fb441216d5e0cfce8795fe846658f54ad6b412004dc36ee8b8	main entire1-1759;holla absent	preserve modern keyed constructors/cache; restore source-qualified configured presentation	TASK-020	all1759 incltests; terminalSkipped inspectable, frontiermonotoniccache+explicitinvalidation/MAX; componentMETA vsrowMETAownership; source displayinert vsmodernClickOnly requires explicitpolicy notdefaultrewrite
crates/tui/src/components/tabs.rs	0000000000000000000000000000000000000000	8ba92066f327a96465fe0b08af2b8cb3adcbe7c0	not_same_path	0	1254	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	47d88ff06f95c438d3c32d4232a198654373902e54e2da76e7a07a6f97f224ac	main entire1-1254;holla absent	preserve keyed ownership; restore exact source tab policy	TASK-020	all1254 incl tests; semantic active survivesreorder; runtime reference exactpart; readinesslane; clipped ink width, initial overflow and uniformclose require W02014-16 source proof
crates/tui/src/components/tree.rs	0000000000000000000000000000000000000000	f32cb745ac52597a5c0a63c997ef4d6a60e6855a	not_same_path	0	3130	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	d4bfe8c28fb6055c40ed5839a5d9fd1b6cada751ebc06f109e9f82b2ac26f1e9	main entire1-3130;holla absent	preserve runtime structural index and modern configured actions; restore source cursor/layout policy	TASK-020	all3130 incltests; weaklineage/ABA/clone/MAX; query ancestorprojection then expansionrestore; subtree splice; chosen separatecursor; configured branch/currentclick; row-ownedstyles/slots; oracle initialrootexpansion/ancestorfallback/metadata must stay explicit
crates/tui/src/components/viewport.rs	0000000000000000000000000000000000000000	78033b1650c261a9badac959a4035034eeaa23cf	not_same_path	0	2686	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	13096dbafea8d053b69a968e882cee95e9f1676e453d290b966316444217526f	main entire1-2686;holla absent	preserve borrowed/runtimecache/workprobe architecture; restore oracle source bytes and retention semantics	TASK-021	all2686 incltests; exactprefix append/MAX; currentlayoutpointer; immutable followprojection; perrun segmentation/rawcopy/caretretention comments conflict oracle; use021 revised policy incl sourcecontrols/marks/Esc/keyboardselection/retainedreading, not legacy design prose
src/widgets/code.rs	3c653fc1e7f76563b92ff702abeec00fd3574bbb	0000000000000000000000000000000000000000	3c653fc1e7f76563b92ff702abeec00fd3574bbb	1270	0	fb260493a8dadf950c1bc571b24e6e9b83ae71f3988b4d4b1e3c860a9883540a	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-1270;main absent;oracle blob equal	preserve exact source editor behavior; replace document clones/hashcache	TASK-025	all1270 incltests; target-aware findpaste first, readonlycommit; typed EditAction; linefooter/gutter/diag precedence, block fallback, rangeindent, Unicodefind, offscreen caret, resize reveals; entire431-860 reread after aggregated output truncation
src/widgets/completion.rs	89c9e468c89dfc91c1afa69e11fefe951bcddade	0000000000000000000000000000000000000000	89c9e468c89dfc91c1afa69e11fefe951bcddade	328	0	98a4fb7c7b3fb593293711110fdb653b4825024edd55f3352ae131e05c5a0740	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-328;main absent;oracle blob equal	preserve oracle behavior; reject owned legacy architecture	TASK-024	open resets cursor; independently maximal label/detail width clamp24-48; editor-focused keys and paste ownership; wheel survives render; matched byte paint
src/widgets/diff.rs	e0b5bdefa3b7fa514295a245de80ebf0f3bcf438	0000000000000000000000000000000000000000	e0b5bdefa3b7fa514295a245de80ebf0f3bcf438	778	0	5f44da43f23d8b2d58971b730166809af1f009e6c0f033ac1568ed833010c6ec	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-778;main absent;oracle blob equal	preserve projection observables; reject legacy owned duplicate model	TASK-026	all778 incltests; min16 sides threshold43+scrollbar; Old/New header; independent unpairedblank; tab4 projectioncopy; wholegrapheme emphasis; requestmode retained afterfallback
src/widgets/empty.rs	64461371f93156e78a54eff5ab6f14a6d4be246b	0000000000000000000000000000000000000000	64461371f93156e78a54eff5ab6f14a6d4be246b	93	0	c8f30a9f27727c9595b0c086e7131dcc4d7920aafe5e6db205f53d51176c2887	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-93;main absent;oracle blob equal	restore oracle behavior through shared refactor; reject legacy architecture	TASK-027	centered title; error ! only bold; hint wraps max(width−4,8), blank separator, explicit inherited bg; no focus/control
src/widgets/grid.rs	f68c75c3d09d828c23cdf4a85faf57cdc8427b05	0000000000000000000000000000000000000000	f68c75c3d09d828c23cdf4a85faf57cdc8427b05	2363	0	f1ba5f79cddd006bb3b92fbffd9f338f40550b61e397d0c349fbea4e1f5582ce	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-2363;main absent;oracle blob equal	preserve oracle source behavior through model adapters; reject owned domain state and unchecked legacy mutation	TASK-022;TASK-060	all2363 incltests; first200p95; completecols pluspartialpaint; currentclick/paste/validation; rowstate precedence, sort/copy/undo/insert/bool/external owner semantics; no F04 uncheckedrestore; sourceproducer/app split
src/widgets/list.rs	44cbbab4fdd3a04f67a2712f2be241264a966ee1	0000000000000000000000000000000000000000	44cbbab4fdd3a04f67a2712f2be241264a966ee1	486	0	665283b230c945276c70d6915535d8d955c99c0d3a05e97ba6878a31b0edfb63	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-486;main absent;oracle blob equal	preserve oracle behavior; reject legacy model ownership	TASK-020	single/multi click; disabled cursor movement distinct disabled activation/range; shift ranges; modified char guard; meta threshold12; wheel independent cursor; scrollbar and protected fade
src/widgets/menu.rs	87934aaabeefb7dd37aa8ea2d093f005f643abf4	0000000000000000000000000000000000000000	87934aaabeefb7dd37aa8ea2d093f005f643abf4	757	0	b50fb87001e0fb69f0cf2fbbdb4d6f95988dd2e995a0bcc22ee225d9dc098387	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-757;main absent;oracle blob equal	preserve oracle behavior; continue runtime layer ownership	TASK-023	signed Euclidean wrap; disabled skip; exact shortcut/min14 width and separator rows; hover cursor; menubar open toggle/hover switch/brand action; anchored flip/clamp
src/widgets/picker.rs	084bdb1edaf6142d8a99ad404a8e612e40ef6662	0000000000000000000000000000000000000000	084bdb1edaf6142d8a99ad404a8e612e40ef6662	950	0	1098e788689871cf2d6f6bd39fb9831eabaac36f00b7543935508ac5ee478515	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-950;main absent;oracle blob equal	preserve oracle behavior; reject legacy owned query grammar	TASK-024	ready eligibility; query reset versus key refresh; grapheme paste, EmptyLoading specialguard; alternate/submit/secondary/scope/back; wheel survives; grouped fixed columns across allitems; short hints yield
src/widgets/props.rs	e8baae6d3b5dd72911b1cbd3ee77c6c05da2b7d8	0000000000000000000000000000000000000000	e8baae6d3b5dd72911b1cbd3ee77c6c05da2b7d8	337	0	72e0ef1cc0e180b35b191bf3b18da926e9069dabffe43f043400772a6737699b	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-337;main absent;oracle blob equal	restore oracle behavior through shared refactor; reject legacy architecture	TASK-027	static wrapping versus one-row interactive; shared label width; y copyable consumed refusal; click always Activate; focused y-copy suffix; wheel no cursor and focus-row fade exclusion
src/widgets/segments.rs	78add23bb5f5ef1e2abc6f79631f53b27da71004	0000000000000000000000000000000000000000	78add23bb5f5ef1e2abc6f79631f53b27da71004	153	0	5336daed8309587e3ce6fed321601b02633dc73c8385ee42e24ad6b262ef68f6	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-153;main absent;oracle blob equal	restore oracle behavior through shared refactor; reject legacy architecture	TASK-028	sep2; left earliest tie removed, right latest tie removed; all may drop; clickable padding hit/hover lifts canvas. B-STATUS-01 unresolved
src/widgets/splitter.rs	80c113f7585827d340da45921011c2a1953a8b34	0000000000000000000000000000000000000000	80c113f7585827d340da45921011c2a1953a8b34	63	0	c37da93c2cfae271e4526e012fe5e665302a2cf60aa23325a766142648159656	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-63;main absent;oracle blob equal	restore oracle behavior through shared refactor; reject legacy architecture	TASK-012	mouse-only handle rect; horizontal panes vertical rule; dragged heavy glyph; hover/pressed border; app chord resize; capture migrated runtime, layout main split owned A
src/widgets/statusbar.rs	79b6c1617fe3e6b9a928725469568567f769789d	0000000000000000000000000000000000000000	79b6c1617fe3e6b9a928725469568567f769789d	439	0	0d6a25effca73527f26416fc04317bfa02435502146d431eb8246e17a9947ac0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-439;main absent;oracle blob equal	restore oracle behavior through shared refactor; reject legacy architecture	TASK-028	three groups GAP3/EDGE1; low priority then center/right/left; later same-group tie; retain strongest left/truncate; inline meter and busy prefix; chip-hover lifted
src/widgets/steps.rs	8bf98f38e7745631eb3ec8a526523fcf4032abec	0000000000000000000000000000000000000000	8bf98f38e7745631eb3ec8a526523fcf4032abec	368	0	09f90b67414c00573691bf88bbe2e0bcda56a008cbc119b909a9c5b2dce9e94f	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-368;main absent;oracle blob equal	restore oracle behavior through shared refactor; reject legacy architecture	TASK-020	six lifecycle states; selectable controls only; frontier/count; numbering/meta threshold12; click moves only; scroll/focus-row fade exclusion
src/widgets/table.rs	d9a718082697cd77a904f89725247908c8227e00	0000000000000000000000000000000000000000	d9a718082697cd77a904f89725247908c8227e00	1180	0	564cb487e005bead23873b1b72c88108b5f5dc46884a6ea8a31afda33c6dae73	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-1180;main absent;oracle blob equal	preserve source-specific DataTable behavior; reject owned legacy architecture	TASK-022	all1180 incltests; row versus cell navigation; same readonly cell no activation unlike DataGrid; sort cycle numeric sanitation/stable source IDs; validation keepsdraft; Tab commit traversal; column gap2/headerellipsis and editerror geometry
src/widgets/tabs.rs	b04be08ec68b890a644ed59513d45dac12c4b13c	0000000000000000000000000000000000000000	b04be08ec68b890a644ed59513d45dac12c4b13c	604	0	f03e4f602792da07ceea87f12140b79ae9d0170ad5e0b7d8e38ef053b5f3870c	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-604;main absent;oracle blob equal	preserve oracle behavior; reject positional owned legacy API	TASK-020	active/cursor/hover distinct planes; quiet rule; busy>error>dirty; per-item close; raw full-label width+3; overflow reserves8; empty EnterNew
src/widgets/tree.rs	1df281b10a46ab0f62038df46da9a47e3ee5ea07	0000000000000000000000000000000000000000	1df281b10a46ab0f62038df46da9a47e3ee5ea07	846	0	09594ab0c4416b85c43ed97b1c5dbf753f95e8fa88ab0d5a22625664c73ea6ac	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-846;main absent;oracle blob equal	preserve source tree semantics; replace owned/path-index architecture	TASK-020	all846 incltests; defaultrootexpanded; lazy busyrequest; filterancestor reveal without expansion rewrite; collapsefallbackancestor thennext/previous; noteactivationguard; visiblecolumn all-or-none meta; disclosure wins hit
src/widgets/viewport.rs	da21128c721fc9d748386441f12aac2b9647f8c8	0000000000000000000000000000000000000000	da21128c721fc9d748386441f12aac2b9647f8c8	2101	0	b18864d1c37e9524997afc10cbb7dd67840d39367c0a6363f07e8fb3ef594933	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	holla entire1-2101;main absent;oracle blob equal	preserve observable retention/text/selection; reject duplicated owned cell model	TASK-021	all2101 incltests; wholeline crossspan graphemes firstbyte style; tab4/C0visible/rawcopy ASCIIspace trim; selectionreadingcaretretention; tailreplace/two-widthcachedreflow; Shiftselection/Esc ladder; markintersection beforeselection; producer caret gatedfollow
