site_id	source_file	source_sha256	source_symbol	line	site_kinds	source_line
src/bin/holla/app_tests.rs:L141	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	opening_without_typing_suggests_an_action_with_a_reason	141	assertion	assert!(t.contains("Explore"));
src/bin/holla/app_tests.rs:L142	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	opening_without_typing_suggests_an_action_with_a_reason	142	assertion;spatial-or-input	assert!(h.row(0).contains("mbp · local"), "{}", h.row(0));
src/bin/holla/app_tests.rs:L143	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	opening_without_typing_suggests_an_action_with_a_reason	143	assertion	assert!(t.contains("~/work/holla"), "path in the status bar");
src/bin/holla/app_tests.rs:L145	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	opening_without_typing_suggests_an_action_with_a_reason	145	assertion	assert!(t.contains("Does"));
src/bin/holla/app_tests.rs:L146	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	opening_without_typing_suggests_an_action_with_a_reason	146	assertion	assert!(t.contains("Runs"));
src/bin/holla/app_tests.rs:L147	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	opening_without_typing_suggests_an_action_with_a_reason	147	assertion	assert!(t.contains("Gate"));
src/bin/holla/app_tests.rs:L152	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	paused_frames_are_deterministic	152	constructor	let a = H::new(Scenario::ActivitiesMulti, Motion::Paused, 30, 100, 30);
src/bin/holla/app_tests.rs:L153	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	paused_frames_are_deterministic	153	constructor	let b = H::new(Scenario::ActivitiesMulti, Motion::Paused, 30, 100, 30);
src/bin/holla/app_tests.rs:L154	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	paused_frames_are_deterministic	154	assertion	assert_eq!(a.text(), b.text());
src/bin/holla/app_tests.rs:L155	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	paused_frames_are_deterministic	155	constructor	let mut p = H::new(Scenario::ActivitiesMulti, Motion::Paused, 30, 100, 30);
src/bin/holla/app_tests.rs:L158	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	paused_frames_are_deterministic	158	assertion	assert_eq!(p.text(), before, "paused frames never advance");
src/bin/holla/app_tests.rs:L163	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	too_small_notice_and_recovery	163	constructor	let mut h = H::new(Scenario::FirstUse, Motion::Reduced, 0, 60, 15);
src/bin/holla/app_tests.rs:L164	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	too_small_notice_and_recovery	164	assertion	assert!(h.text().contains("Terminal too small"));
src/bin/holla/app_tests.rs:L165	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	too_small_notice_and_recovery	165	assertion	assert!(h.text().contains("Need 72×20"));
src/bin/holla/app_tests.rs:L166	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	too_small_notice_and_recovery	166	spatial-or-input	h.resize(100, 30);
src/bin/holla/app_tests.rs:L167	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	too_small_notice_and_recovery	167	assertion	assert!(!h.text().contains("Terminal too small"));
src/bin/holla/app_tests.rs:L168	src/bin/holla/app_tests.rs	55a2530a5dd08d6f447c134b4702137b87806e5bf26eab8f3b33d3a406bfbe87	too_small_notice_and_recovery	168	assertion	assert!(h.text().contains("Suggested here"));
src/bin/holla/app_tests_flows.rs:L25	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	25	constructor	let mut h = H::new(Scenario::DockerCleanup, Motion::Reduced, 0, 120, 40);
src/bin/holla/app_tests_flows.rs:L26	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	26	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L27	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	27	spatial-or-input	h.row(4).contains("docker clean"),
src/bin/holla/app_tests_flows.rs:L29	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	29	spatial-or-input	h.row(4)
src/bin/holla/app_tests_flows.rs:L31	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	31	assertion	assert!(h.text().contains("Clean Docker completely"));
src/bin/holla/app_tests_flows.rs:L32	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	32	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L33	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	33	spatial-or-input	h.last_row().contains("Review…"),
src/bin/holla/app_tests_flows.rs:L35	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	35	spatial-or-input	h.last_row()
src/bin/holla/app_tests_flows.rs:L38	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	38	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L43	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	43	assertion	assert!(h.text().contains("needs") && h.text().contains("lane"));
src/bin/holla/app_tests_flows.rs:L44	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	44	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L49	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	49	assertion	assert!(h.text().contains("gate 1 of 2"), "{}", h.text());
src/bin/holla/app_tests_flows.rs:L50	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	50	assertion	assert!(h.text().contains("Sequence · 8 commands"));
src/bin/holla/app_tests_flows.rs:L51	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	51	assertion	assert_eq!(
src/bin/holla/app_tests_flows.rs:L57	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	57	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L66	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	66	assertion	assert!(h.text().contains("gate 2 of 2"), "{}", h.text());
src/bin/holla/app_tests_flows.rs:L67	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	67	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L77	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	77	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L81	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	81	assertion	assert_eq!(h.app.world.plans[0].phase, PlanPhase::Review);
src/bin/holla/app_tests_flows.rs:L92	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	92	assertion;spatial-or-input	assert!(h.last_row().contains("Plan changed"), "{}", h.last_row());
src/bin/holla/app_tests_flows.rs:L93	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	93	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L98	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	98	assertion	assert_eq!(h.app.world.plans[0].phase, PlanPhase::Review);
src/bin/holla/app_tests_flows.rs:L107	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	107	assertion	assert_eq!(h.tab_kind(), TabKind::Plan("docker-cleanup".into()));
src/bin/holla/app_tests_flows.rs:L108	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	108	assertion	assert_eq!(h.app.world.plans[0].phase, PlanPhase::Running);
src/bin/holla/app_tests_flows.rs:L109	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	109	assertion	assert!(until(&mut h, 400, |h| h.app.world.plans[0].phase
src/bin/holla/app_tests_flows.rs:L111	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	111	assertion	assert!(h.text().contains("7 succeeded"), "{}", h.text());
src/bin/holla/app_tests_flows.rs:L112	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	112	assertion	assert!(h.text().contains("100% ✓"));
src/bin/holla/app_tests_flows.rs:L115	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	115	assertion	assert!(d.containers.is_empty() && d.volumes.is_empty());
src/bin/holla/app_tests_flows.rs:L116	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	116	assertion	assert_eq!(d.images, 0);
src/bin/holla/app_tests_flows.rs:L117	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	117	assertion	assert_eq!(d.reclaimable_gb, 0.0);
src/bin/holla/app_tests_flows.rs:L118	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	docker_cleanup_takes_two_gates_and_revalidates_before_executing	118	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L128	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	128	constructor	let mut h = H::new(Scenario::DiskCleanup, Motion::Reduced, 80, 120, 40);
src/bin/holla/app_tests_flows.rs:L147	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	147	assertion	assert!(until(&mut h, 600, done), "{}", h.text());
src/bin/holla/app_tests_flows.rs:L149	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	149	assertion	assert!(d.candidates.len() < before, "reclaimed candidates are gone");
src/bin/holla/app_tests_flows.rs:L150	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	150	assertion	assert!(!d.history.is_empty(), "a cleanup record was written");
src/bin/holla/app_tests_flows.rs:L151	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	151	assertion	assert!(d.filesystems[0].used_gb < used_before);
src/bin/holla/app_tests_flows.rs:L154	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	154	constructor	let mut h = H::new(Scenario::RemoteHost, Motion::Reduced, 0, 120, 40);
src/bin/holla/app_tests_flows.rs:L161	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	161	assertion	assert!(until(&mut h, 200, |h| h
src/bin/holla/app_tests_flows.rs:L168	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	168	assertion	assert!(pg.sessions.iter().all(|s| s.blocked_by != Some(blocker)));
src/bin/holla/app_tests_flows.rs:L169	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	169	spatial-or-input	let cancelled = pg.sessions.iter().find(|s| s.pid == blocker).unwrap();
src/bin/holla/app_tests_flows.rs:L170	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	finished_runs_change_the_world_they_claimed_to	170	assertion	assert_eq!(
src/bin/holla/app_tests_flows.rs:L178	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	178	constructor	let mut h = H::new(Scenario::UpgradePlan, Motion::Reduced, 0, 120, 40);
src/bin/holla/app_tests_flows.rs:L179	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	179	assertion	assert!(h.text().contains("Here › Upgrade everything"));
src/bin/holla/app_tests_flows.rs:L180	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	180	assertion	assert!(h.text().contains("Final verification"));
src/bin/holla/app_tests_flows.rs:L183	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	183	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L184	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	184	spatial-or-input	h.last_row().contains("required by the plan"),
src/bin/holla/app_tests_flows.rs:L186	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	186	spatial-or-input	h.last_row()
src/bin/holla/app_tests_flows.rs:L192	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	192	assertion	assert!(h.text().contains("excluded"));
src/bin/holla/app_tests_flows.rs:L193	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	193	assertion	assert!(h.text().contains("blocked · needs 06"), "{}", h.text());
src/bin/holla/app_tests_flows.rs:L194	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	194	assertion	assert_eq!(h.app.world.plans[0].steps[7].state, StepState::Blocked);
src/bin/holla/app_tests_flows.rs:L196	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	196	assertion	assert_eq!(h.app.world.plans[0].steps[7].state, StepState::Waiting);
src/bin/holla/app_tests_flows.rs:L201	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	201	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L208	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	208	assertion	assert_eq!(h.tab_kind(), TabKind::Plan("upgrade".into()));
src/bin/holla/app_tests_flows.rs:L210	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	210	assertion	assert!(until(&mut h, 200, |h| h.app.world.plans[0].running().len() == 2));
src/bin/holla/app_tests_flows.rs:L211	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	211	assertion	assert!(until(&mut h, 600, |h| h.app.world.plans[0].phase
src/bin/holla/app_tests_flows.rs:L214	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	214	assertion	assert_eq!(p.steps[5].state, StepState::Failed, "the mise branch fails");
src/bin/holla/app_tests_flows.rs:L215	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	215	assertion	assert_eq!(
src/bin/holla/app_tests_flows.rs:L220	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	220	assertion	assert_eq!(
src/bin/holla/app_tests_flows.rs:L225	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	225	assertion	assert_eq!(p.steps[6].state, StepState::Excluded);
src/bin/holla/app_tests_flows.rs:L226	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	226	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L234	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	234	assertion	assert_eq!(h.app.world.plans[0].steps[5].state, StepState::Ready);
src/bin/holla/app_tests_flows.rs:L235	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	235	assertion	assert_eq!(h.app.world.plans[0].steps[3].state, StepState::Succeeded);
src/bin/holla/app_tests_flows.rs:L236	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	236	assertion	assert!(until(&mut h, 400, |h| h.app.world.plans[0].phase
src/bin/holla/app_tests_flows.rs:L238	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	upgrade_plan_exclusion_recalculates_and_failure_blocks_dependents	238	assertion	assert_eq!(
src/bin/holla/app_tests_flows.rs:L247	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	247	constructor	let mut h = H::new(Scenario::ActivitiesMulti, Motion::Reduced, 0, 120, 40);
src/bin/holla/app_tests_flows.rs:L248	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	248	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L249	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	249	spatial-or-input	h.row(2).contains("frontend dev") && h.row(2).contains("btm"),
src/bin/holla/app_tests_flows.rs:L251	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	251	spatial-or-input	h.row(2)
src/bin/holla/app_tests_flows.rs:L253	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	253	assertion	assert!(h.text().contains("Running"));
src/bin/holla/app_tests_flows.rs:L255	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	255	assertion	assert!(h.text().contains("merged logs"), "{}", h.text());
src/bin/holla/app_tests_flows.rs:L256	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	256	assertion	assert!(h.text().contains("worker") && h.text().contains("scheduler"));
src/bin/holla/app_tests_flows.rs:L259	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	259	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L264	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	264	assertion	assert!(h.text().contains("scheduler  INFO"));
src/bin/holla/app_tests_flows.rs:L267	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	267	assertion	assert_eq!(h.tab_kind(), TabKind::Here);
src/bin/holla/app_tests_flows.rs:L270	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	270	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L274	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	274	assertion	assert!(
src/bin/holla/app_tests_flows.rs:L281	src/bin/holla/app_tests_flows.rs	66ab1db188b8d393959880fbef4a466c7b7e91ae35adb968c24b02da7361da43	activities_survive_navigation_and_merged_logs_keep_identity	281	assertion	assert!(h.text().contains("btm screen"));
