# shots stems @ e741cde7a1a111a123acf426e62e67916727600e files=6547 unique=1205
# snapshots scenarios=792
# counts MAP=674 DROP=531 MISSING=0 UNMAPPED=0
shots/audit-flows/diff_review_80x24_no_color	MAP showcase/flows/diff/review/80x24/nocolor
shots/audit-flows/diff_review_80x24_none	MAP showcase/flows/diff/review/80x24/none
shots/audit-flows/diff_review_80x24_truecolor	MAP showcase/flows/diff/review/80x24/truecolor
shots/audit-flows/forms_invalid_120x40_no_color	MAP showcase/flows/forms/invalid/120x40/nocolor
shots/audit-flows/forms_invalid_120x40_none	MAP showcase/flows/forms/invalid/120x40/none
shots/audit-flows/forms_invalid_120x40_truecolor	MAP showcase/flows/forms/invalid/120x40/truecolor
shots/audit-flows/forms_invalid_160x50_no_color	MAP showcase/flows/forms/invalid/160x50/nocolor
shots/audit-flows/forms_invalid_160x50_none	MAP showcase/flows/forms/invalid/160x50/none
shots/audit-flows/forms_invalid_160x50_truecolor	MAP showcase/flows/forms/invalid/160x50/truecolor
shots/audit-flows/forms_invalid_80x24_no_color	MAP showcase/flows/forms/invalid/80x24/nocolor
shots/audit-flows/forms_invalid_80x24_none	MAP showcase/flows/forms/invalid/80x24/none
shots/audit-flows/forms_invalid_80x24_truecolor	MAP showcase/flows/forms/invalid/80x24/truecolor
shots/audit-flows/inputs_selected_120x40_no_color	MAP showcase/flows/inputs/selected/120x40/nocolor
shots/audit-flows/inputs_selected_120x40_none	MAP showcase/flows/inputs/selected/120x40/none
shots/audit-flows/inputs_selected_120x40_truecolor	MAP showcase/flows/inputs/selected/120x40/truecolor
shots/audit-flows/inputs_selected_160x50_no_color	MAP showcase/flows/inputs/selected/160x50/nocolor
shots/audit-flows/inputs_selected_160x50_none	MAP showcase/flows/inputs/selected/160x50/none
shots/audit-flows/inputs_selected_160x50_truecolor	MAP showcase/flows/inputs/selected/160x50/truecolor
shots/audit-flows/inputs_selected_80x24_no_color	MAP showcase/flows/inputs/selected/80x24/nocolor
shots/audit-flows/inputs_selected_80x24_none	MAP showcase/flows/inputs/selected/80x24/none
shots/audit-flows/inputs_selected_80x24_truecolor	MAP showcase/flows/inputs/selected/80x24/truecolor
shots/audit-flows/stderr.log	DROP harness sidecar
shots/audit-flows/tablepro_ack_armed_120x40_no_color	MAP tablepro/ack/armed/120x40/nocolor
shots/audit-flows/tablepro_ack_armed_120x40_truecolor	MAP tablepro/ack/armed/120x40/truecolor
shots/audit-flows/tablepro_ack_executed_120x40_no_color	MAP tablepro/ack/executed/120x40/nocolor
shots/audit-flows/tablepro_ack_executed_120x40_truecolor	MAP tablepro/ack/executed/120x40/truecolor
shots/audit-flows/tablepro_ack_gate_120x40_no_color	MAP tablepro/ack/gate/120x40/nocolor
shots/audit-flows/tablepro_ack_gate_120x40_truecolor	MAP tablepro/ack/gate/120x40/truecolor
shots/audit/holla-rust_100x30_16	MAP holla/audit/rust/100x30/16
shots/audit/holla-rust_100x30_256	MAP holla/audit/rust/100x30/256
shots/audit/holla-rust_100x30_no_color	MAP holla/audit/rust/100x30/nocolor
shots/audit/holla-rust_100x30_none	MAP holla/audit/rust/100x30/none
shots/audit/holla-rust_100x30_truecolor	MAP holla/audit/rust/100x30/truecolor
shots/audit/holla-rust_120x40_16	MAP holla/audit/rust/120x40/16
shots/audit/holla-rust_120x40_256	MAP holla/audit/rust/120x40/256
shots/audit/holla-rust_120x40_no_color	MAP holla/audit/rust/120x40/nocolor
shots/audit/holla-rust_120x40_none	MAP holla/audit/rust/120x40/none
shots/audit/holla-rust_120x40_truecolor	MAP holla/audit/rust/120x40/truecolor
shots/audit/holla-rust_160x50_16	MAP holla/audit/rust/160x50/16
shots/audit/holla-rust_160x50_256	MAP holla/audit/rust/160x50/256
shots/audit/holla-rust_160x50_no_color	MAP holla/audit/rust/160x50/nocolor
shots/audit/holla-rust_160x50_none	MAP holla/audit/rust/160x50/none
shots/audit/holla-rust_160x50_truecolor	MAP holla/audit/rust/160x50/truecolor
shots/audit/holla-rust_72x20_16	MAP holla/audit/rust/72x20/16
shots/audit/holla-rust_72x20_256	MAP holla/audit/rust/72x20/256
shots/audit/holla-rust_72x20_no_color	MAP holla/audit/rust/72x20/nocolor
shots/audit/holla-rust_72x20_none	MAP holla/audit/rust/72x20/none
shots/audit/holla-rust_72x20_truecolor	MAP holla/audit/rust/72x20/truecolor
shots/audit/holla-rust_80x24_16	MAP holla/audit/rust/80x24/16
shots/audit/holla-rust_80x24_256	MAP holla/audit/rust/80x24/256
shots/audit/holla-rust_80x24_no_color	MAP holla/audit/rust/80x24/nocolor
shots/audit/holla-rust_80x24_none	MAP holla/audit/rust/80x24/none
shots/audit/holla-rust_80x24_truecolor	MAP holla/audit/rust/80x24/truecolor
shots/audit/holla-upgrade_100x30_16	MAP holla/audit/upgrade/100x30/16
shots/audit/holla-upgrade_100x30_256	MAP holla/audit/upgrade/100x30/256
shots/audit/holla-upgrade_100x30_no_color	MAP holla/audit/upgrade/100x30/nocolor
shots/audit/holla-upgrade_100x30_none	MAP holla/audit/upgrade/100x30/none
shots/audit/holla-upgrade_100x30_truecolor	MAP holla/audit/upgrade/100x30/truecolor
shots/audit/holla-upgrade_120x40_16	MAP holla/audit/upgrade/120x40/16
shots/audit/holla-upgrade_120x40_256	MAP holla/audit/upgrade/120x40/256
shots/audit/holla-upgrade_120x40_no_color	MAP holla/audit/upgrade/120x40/nocolor
shots/audit/holla-upgrade_120x40_none	MAP holla/audit/upgrade/120x40/none
shots/audit/holla-upgrade_120x40_truecolor	MAP holla/audit/upgrade/120x40/truecolor
shots/audit/holla-upgrade_160x50_16	MAP holla/audit/upgrade/160x50/16
shots/audit/holla-upgrade_160x50_256	MAP holla/audit/upgrade/160x50/256
shots/audit/holla-upgrade_160x50_no_color	MAP holla/audit/upgrade/160x50/nocolor
shots/audit/holla-upgrade_160x50_none	MAP holla/audit/upgrade/160x50/none
shots/audit/holla-upgrade_160x50_truecolor	MAP holla/audit/upgrade/160x50/truecolor
shots/audit/holla-upgrade_72x20_16	MAP holla/audit/upgrade/72x20/16
shots/audit/holla-upgrade_72x20_256	MAP holla/audit/upgrade/72x20/256
shots/audit/holla-upgrade_72x20_no_color	MAP holla/audit/upgrade/72x20/nocolor
shots/audit/holla-upgrade_72x20_none	MAP holla/audit/upgrade/72x20/none
shots/audit/holla-upgrade_72x20_truecolor	MAP holla/audit/upgrade/72x20/truecolor
shots/audit/holla-upgrade_80x24_16	MAP holla/audit/upgrade/80x24/16
shots/audit/holla-upgrade_80x24_256	MAP holla/audit/upgrade/80x24/256
shots/audit/holla-upgrade_80x24_no_color	MAP holla/audit/upgrade/80x24/nocolor
shots/audit/holla-upgrade_80x24_none	MAP holla/audit/upgrade/80x24/none
shots/audit/holla-upgrade_80x24_truecolor	MAP holla/audit/upgrade/80x24/truecolor
shots/audit/jackin-accounts_100x30_16	MAP jackin/audit/accounts/100x30/16
shots/audit/jackin-accounts_100x30_256	MAP jackin/audit/accounts/100x30/256
shots/audit/jackin-accounts_100x30_no_color	MAP jackin/audit/accounts/100x30/nocolor
shots/audit/jackin-accounts_100x30_none	MAP jackin/audit/accounts/100x30/none
shots/audit/jackin-accounts_100x30_truecolor	MAP jackin/audit/accounts/100x30/truecolor
shots/audit/jackin-accounts_120x40_16	MAP jackin/audit/accounts/120x40/16
shots/audit/jackin-accounts_120x40_256	MAP jackin/audit/accounts/120x40/256
shots/audit/jackin-accounts_120x40_no_color	MAP jackin/audit/accounts/120x40/nocolor
shots/audit/jackin-accounts_120x40_none	MAP jackin/audit/accounts/120x40/none
shots/audit/jackin-accounts_120x40_truecolor	MAP jackin/audit/accounts/120x40/truecolor
shots/audit/jackin-accounts_160x50_16	MAP jackin/audit/accounts/160x50/16
shots/audit/jackin-accounts_160x50_256	MAP jackin/audit/accounts/160x50/256
shots/audit/jackin-accounts_160x50_no_color	MAP jackin/audit/accounts/160x50/nocolor
shots/audit/jackin-accounts_160x50_none	MAP jackin/audit/accounts/160x50/none
shots/audit/jackin-accounts_160x50_truecolor	MAP jackin/audit/accounts/160x50/truecolor
shots/audit/jackin-accounts_72x20_16	MAP jackin/audit/accounts/72x20/16
shots/audit/jackin-accounts_72x20_256	MAP jackin/audit/accounts/72x20/256
shots/audit/jackin-accounts_72x20_no_color	MAP jackin/audit/accounts/72x20/nocolor
shots/audit/jackin-accounts_72x20_none	MAP jackin/audit/accounts/72x20/none
shots/audit/jackin-accounts_72x20_truecolor	MAP jackin/audit/accounts/72x20/truecolor
shots/audit/jackin-accounts_80x24_16	MAP jackin/audit/accounts/80x24/16
shots/audit/jackin-accounts_80x24_256	MAP jackin/audit/accounts/80x24/256
shots/audit/jackin-accounts_80x24_no_color	MAP jackin/audit/accounts/80x24/nocolor
shots/audit/jackin-accounts_80x24_none	MAP jackin/audit/accounts/80x24/none
shots/audit/jackin-accounts_80x24_truecolor	MAP jackin/audit/accounts/80x24/truecolor
shots/audit/jackin-capsule_100x30_16	MAP jackin/audit/capsule/100x30/16
shots/audit/jackin-capsule_100x30_256	MAP jackin/audit/capsule/100x30/256
shots/audit/jackin-capsule_100x30_no_color	MAP jackin/audit/capsule/100x30/nocolor
shots/audit/jackin-capsule_100x30_none	MAP jackin/audit/capsule/100x30/none
shots/audit/jackin-capsule_100x30_truecolor	MAP jackin/audit/capsule/100x30/truecolor
shots/audit/jackin-capsule_120x40_16	MAP jackin/audit/capsule/120x40/16
shots/audit/jackin-capsule_120x40_256	MAP jackin/audit/capsule/120x40/256
shots/audit/jackin-capsule_120x40_no_color	MAP jackin/audit/capsule/120x40/nocolor
shots/audit/jackin-capsule_120x40_none	MAP jackin/audit/capsule/120x40/none
shots/audit/jackin-capsule_120x40_truecolor	MAP jackin/audit/capsule/120x40/truecolor
shots/audit/jackin-capsule_160x50_16	MAP jackin/audit/capsule/160x50/16
shots/audit/jackin-capsule_160x50_256	MAP jackin/audit/capsule/160x50/256
shots/audit/jackin-capsule_160x50_no_color	MAP jackin/audit/capsule/160x50/nocolor
shots/audit/jackin-capsule_160x50_none	MAP jackin/audit/capsule/160x50/none
shots/audit/jackin-capsule_160x50_truecolor	MAP jackin/audit/capsule/160x50/truecolor
shots/audit/jackin-capsule_72x20_16	MAP jackin/audit/capsule/72x20/16
shots/audit/jackin-capsule_72x20_256	MAP jackin/audit/capsule/72x20/256
shots/audit/jackin-capsule_72x20_no_color	MAP jackin/audit/capsule/72x20/nocolor
shots/audit/jackin-capsule_72x20_none	MAP jackin/audit/capsule/72x20/none
shots/audit/jackin-capsule_72x20_truecolor	MAP jackin/audit/capsule/72x20/truecolor
shots/audit/jackin-capsule_80x24_16	MAP jackin/audit/capsule/80x24/16
shots/audit/jackin-capsule_80x24_256	MAP jackin/audit/capsule/80x24/256
shots/audit/jackin-capsule_80x24_no_color	MAP jackin/audit/capsule/80x24/nocolor
shots/audit/jackin-capsule_80x24_none	MAP jackin/audit/capsule/80x24/none
shots/audit/jackin-capsule_80x24_truecolor	MAP jackin/audit/capsule/80x24/truecolor
shots/audit/showcase-buttons_100x30_16	MAP showcase/audit/buttons/100x30/16
shots/audit/showcase-buttons_100x30_256	MAP showcase/audit/buttons/100x30/256
shots/audit/showcase-buttons_100x30_no_color	MAP showcase/audit/buttons/100x30/nocolor
shots/audit/showcase-buttons_100x30_none	MAP showcase/audit/buttons/100x30/none
shots/audit/showcase-buttons_100x30_truecolor	MAP showcase/audit/buttons/100x30/truecolor
shots/audit/showcase-buttons_120x40_16	MAP showcase/audit/buttons/120x40/16
shots/audit/showcase-buttons_120x40_256	MAP showcase/audit/buttons/120x40/256
shots/audit/showcase-buttons_120x40_no_color	MAP showcase/audit/buttons/120x40/nocolor
shots/audit/showcase-buttons_120x40_none	MAP showcase/audit/buttons/120x40/none
shots/audit/showcase-buttons_120x40_truecolor	MAP showcase/audit/buttons/120x40/truecolor
shots/audit/showcase-buttons_160x50_16	MAP showcase/audit/buttons/160x50/16
shots/audit/showcase-buttons_160x50_256	MAP showcase/audit/buttons/160x50/256
shots/audit/showcase-buttons_160x50_no_color	MAP showcase/audit/buttons/160x50/nocolor
shots/audit/showcase-buttons_160x50_none	MAP showcase/audit/buttons/160x50/none
shots/audit/showcase-buttons_160x50_truecolor	MAP showcase/audit/buttons/160x50/truecolor
shots/audit/showcase-buttons_72x20_16	MAP showcase/audit/buttons/72x20/16
shots/audit/showcase-buttons_72x20_256	MAP showcase/audit/buttons/72x20/256
shots/audit/showcase-buttons_72x20_no_color	MAP showcase/audit/buttons/72x20/nocolor
shots/audit/showcase-buttons_72x20_none	MAP showcase/audit/buttons/72x20/none
shots/audit/showcase-buttons_72x20_truecolor	MAP showcase/audit/buttons/72x20/truecolor
shots/audit/showcase-buttons_80x24_16	MAP showcase/audit/buttons/80x24/16
shots/audit/showcase-buttons_80x24_256	MAP showcase/audit/buttons/80x24/256
shots/audit/showcase-buttons_80x24_no_color	MAP showcase/audit/buttons/80x24/nocolor
shots/audit/showcase-buttons_80x24_none	MAP showcase/audit/buttons/80x24/none
shots/audit/showcase-buttons_80x24_truecolor	MAP showcase/audit/buttons/80x24/truecolor
shots/audit/showcase-diff_100x30_16	MAP showcase/audit/diff/100x30/16
shots/audit/showcase-diff_100x30_256	MAP showcase/audit/diff/100x30/256
shots/audit/showcase-diff_100x30_no_color	MAP showcase/audit/diff/100x30/nocolor
shots/audit/showcase-diff_100x30_none	MAP showcase/audit/diff/100x30/none
shots/audit/showcase-diff_100x30_truecolor	MAP showcase/audit/diff/100x30/truecolor
shots/audit/showcase-diff_120x40_16	MAP showcase/audit/diff/120x40/16
shots/audit/showcase-diff_120x40_256	MAP showcase/audit/diff/120x40/256
shots/audit/showcase-diff_120x40_no_color	MAP showcase/audit/diff/120x40/nocolor
shots/audit/showcase-diff_120x40_none	MAP showcase/audit/diff/120x40/none
shots/audit/showcase-diff_120x40_truecolor	MAP showcase/audit/diff/120x40/truecolor
shots/audit/showcase-diff_160x50_16	MAP showcase/audit/diff/160x50/16
shots/audit/showcase-diff_160x50_256	MAP showcase/audit/diff/160x50/256
shots/audit/showcase-diff_160x50_no_color	MAP showcase/audit/diff/160x50/nocolor
shots/audit/showcase-diff_160x50_none	MAP showcase/audit/diff/160x50/none
shots/audit/showcase-diff_160x50_truecolor	MAP showcase/audit/diff/160x50/truecolor
shots/audit/showcase-diff_72x20_16	MAP showcase/audit/diff/72x20/16
shots/audit/showcase-diff_72x20_256	MAP showcase/audit/diff/72x20/256
shots/audit/showcase-diff_72x20_no_color	MAP showcase/audit/diff/72x20/nocolor
shots/audit/showcase-diff_72x20_none	MAP showcase/audit/diff/72x20/none
shots/audit/showcase-diff_72x20_truecolor	MAP showcase/audit/diff/72x20/truecolor
shots/audit/showcase-diff_80x24_16	MAP showcase/audit/diff/80x24/16
shots/audit/showcase-diff_80x24_256	MAP showcase/audit/diff/80x24/256
shots/audit/showcase-diff_80x24_no_color	MAP showcase/audit/diff/80x24/nocolor
shots/audit/showcase-diff_80x24_none	MAP showcase/audit/diff/80x24/none
shots/audit/showcase-diff_80x24_truecolor	MAP showcase/audit/diff/80x24/truecolor
shots/audit/showcase-forms_100x30_16	MAP showcase/audit/forms/100x30/16
shots/audit/showcase-forms_100x30_256	MAP showcase/audit/forms/100x30/256
shots/audit/showcase-forms_100x30_no_color	MAP showcase/audit/forms/100x30/nocolor
shots/audit/showcase-forms_100x30_none	MAP showcase/audit/forms/100x30/none
shots/audit/showcase-forms_100x30_truecolor	MAP showcase/audit/forms/100x30/truecolor
shots/audit/showcase-forms_120x40_16	MAP showcase/audit/forms/120x40/16
shots/audit/showcase-forms_120x40_256	MAP showcase/audit/forms/120x40/256
shots/audit/showcase-forms_120x40_no_color	MAP showcase/audit/forms/120x40/nocolor
shots/audit/showcase-forms_120x40_none	MAP showcase/audit/forms/120x40/none
shots/audit/showcase-forms_120x40_truecolor	MAP showcase/audit/forms/120x40/truecolor
shots/audit/showcase-forms_160x50_16	MAP showcase/audit/forms/160x50/16
shots/audit/showcase-forms_160x50_256	MAP showcase/audit/forms/160x50/256
shots/audit/showcase-forms_160x50_no_color	MAP showcase/audit/forms/160x50/nocolor
shots/audit/showcase-forms_160x50_none	MAP showcase/audit/forms/160x50/none
shots/audit/showcase-forms_160x50_truecolor	MAP showcase/audit/forms/160x50/truecolor
shots/audit/showcase-forms_72x20_16	MAP showcase/audit/forms/72x20/16
shots/audit/showcase-forms_72x20_256	MAP showcase/audit/forms/72x20/256
shots/audit/showcase-forms_72x20_no_color	MAP showcase/audit/forms/72x20/nocolor
shots/audit/showcase-forms_72x20_none	MAP showcase/audit/forms/72x20/none
shots/audit/showcase-forms_72x20_truecolor	MAP showcase/audit/forms/72x20/truecolor
shots/audit/showcase-forms_80x24_16	MAP showcase/audit/forms/80x24/16
shots/audit/showcase-forms_80x24_256	MAP showcase/audit/forms/80x24/256
shots/audit/showcase-forms_80x24_no_color	MAP showcase/audit/forms/80x24/nocolor
shots/audit/showcase-forms_80x24_none	MAP showcase/audit/forms/80x24/none
shots/audit/showcase-forms_80x24_truecolor	MAP showcase/audit/forms/80x24/truecolor
shots/audit/showcase-inputs_100x30_16	MAP showcase/audit/inputs/100x30/16
shots/audit/showcase-inputs_100x30_256	MAP showcase/audit/inputs/100x30/256
shots/audit/showcase-inputs_100x30_no_color	MAP showcase/audit/inputs/100x30/nocolor
shots/audit/showcase-inputs_100x30_none	MAP showcase/audit/inputs/100x30/none
shots/audit/showcase-inputs_100x30_truecolor	MAP showcase/audit/inputs/100x30/truecolor
shots/audit/showcase-inputs_120x40_16	MAP showcase/audit/inputs/120x40/16
shots/audit/showcase-inputs_120x40_256	MAP showcase/audit/inputs/120x40/256
shots/audit/showcase-inputs_120x40_no_color	MAP showcase/audit/inputs/120x40/nocolor
shots/audit/showcase-inputs_120x40_none	MAP showcase/audit/inputs/120x40/none
shots/audit/showcase-inputs_120x40_truecolor	MAP showcase/audit/inputs/120x40/truecolor
shots/audit/showcase-inputs_160x50_16	MAP showcase/audit/inputs/160x50/16
shots/audit/showcase-inputs_160x50_256	MAP showcase/audit/inputs/160x50/256
shots/audit/showcase-inputs_160x50_no_color	MAP showcase/audit/inputs/160x50/nocolor
shots/audit/showcase-inputs_160x50_none	MAP showcase/audit/inputs/160x50/none
shots/audit/showcase-inputs_160x50_truecolor	MAP showcase/audit/inputs/160x50/truecolor
shots/audit/showcase-inputs_72x20_16	MAP showcase/audit/inputs/72x20/16
shots/audit/showcase-inputs_72x20_256	MAP showcase/audit/inputs/72x20/256
shots/audit/showcase-inputs_72x20_no_color	MAP showcase/audit/inputs/72x20/nocolor
shots/audit/showcase-inputs_72x20_none	MAP showcase/audit/inputs/72x20/none
shots/audit/showcase-inputs_72x20_truecolor	MAP showcase/audit/inputs/72x20/truecolor
shots/audit/showcase-inputs_80x24_16	MAP showcase/audit/inputs/80x24/16
shots/audit/showcase-inputs_80x24_256	MAP showcase/audit/inputs/80x24/256
shots/audit/showcase-inputs_80x24_no_color	MAP showcase/audit/inputs/80x24/nocolor
shots/audit/showcase-inputs_80x24_none	MAP showcase/audit/inputs/80x24/none
shots/audit/showcase-inputs_80x24_truecolor	MAP showcase/audit/inputs/80x24/truecolor
shots/audit/showcase-textareas_100x30_16	MAP showcase/audit/textareas/100x30/16
shots/audit/showcase-textareas_100x30_256	MAP showcase/audit/textareas/100x30/256
shots/audit/showcase-textareas_100x30_no_color	MAP showcase/audit/textareas/100x30/nocolor
shots/audit/showcase-textareas_100x30_none	MAP showcase/audit/textareas/100x30/none
shots/audit/showcase-textareas_100x30_truecolor	MAP showcase/audit/textareas/100x30/truecolor
shots/audit/showcase-textareas_120x40_16	MAP showcase/audit/textareas/120x40/16
shots/audit/showcase-textareas_120x40_256	MAP showcase/audit/textareas/120x40/256
shots/audit/showcase-textareas_120x40_no_color	MAP showcase/audit/textareas/120x40/nocolor
shots/audit/showcase-textareas_120x40_none	MAP showcase/audit/textareas/120x40/none
shots/audit/showcase-textareas_120x40_truecolor	MAP showcase/audit/textareas/120x40/truecolor
shots/audit/showcase-textareas_160x50_16	MAP showcase/audit/textareas/160x50/16
shots/audit/showcase-textareas_160x50_256	MAP showcase/audit/textareas/160x50/256
shots/audit/showcase-textareas_160x50_no_color	MAP showcase/audit/textareas/160x50/nocolor
shots/audit/showcase-textareas_160x50_none	MAP showcase/audit/textareas/160x50/none
shots/audit/showcase-textareas_160x50_truecolor	MAP showcase/audit/textareas/160x50/truecolor
shots/audit/showcase-textareas_72x20_16	MAP showcase/audit/textareas/72x20/16
shots/audit/showcase-textareas_72x20_256	MAP showcase/audit/textareas/72x20/256
shots/audit/showcase-textareas_72x20_no_color	MAP showcase/audit/textareas/72x20/nocolor
shots/audit/showcase-textareas_72x20_none	MAP showcase/audit/textareas/72x20/none
shots/audit/showcase-textareas_72x20_truecolor	MAP showcase/audit/textareas/72x20/truecolor
shots/audit/showcase-textareas_80x24_16	MAP showcase/audit/textareas/80x24/16
shots/audit/showcase-textareas_80x24_256	MAP showcase/audit/textareas/80x24/256
shots/audit/showcase-textareas_80x24_no_color	MAP showcase/audit/textareas/80x24/nocolor
shots/audit/showcase-textareas_80x24_none	MAP showcase/audit/textareas/80x24/none
shots/audit/showcase-textareas_80x24_truecolor	MAP showcase/audit/textareas/80x24/truecolor
shots/audit/stderr.log	DROP harness sidecar
shots/audit/tablepro-production_100x30_16	MAP tablepro/audit/production/100x30/16
shots/audit/tablepro-production_100x30_256	MAP tablepro/audit/production/100x30/256
shots/audit/tablepro-production_100x30_no_color	MAP tablepro/audit/production/100x30/nocolor
shots/audit/tablepro-production_100x30_none	MAP tablepro/audit/production/100x30/none
shots/audit/tablepro-production_100x30_truecolor	MAP tablepro/audit/production/100x30/truecolor
shots/audit/tablepro-production_120x40_16	MAP tablepro/audit/production/120x40/16
shots/audit/tablepro-production_120x40_256	MAP tablepro/audit/production/120x40/256
shots/audit/tablepro-production_120x40_no_color	MAP tablepro/audit/production/120x40/nocolor
shots/audit/tablepro-production_120x40_none	MAP tablepro/audit/production/120x40/none
shots/audit/tablepro-production_120x40_truecolor	MAP tablepro/audit/production/120x40/truecolor
shots/audit/tablepro-production_160x50_16	MAP tablepro/audit/production/160x50/16
shots/audit/tablepro-production_160x50_256	MAP tablepro/audit/production/160x50/256
shots/audit/tablepro-production_160x50_no_color	MAP tablepro/audit/production/160x50/nocolor
shots/audit/tablepro-production_160x50_none	MAP tablepro/audit/production/160x50/none
shots/audit/tablepro-production_160x50_truecolor	MAP tablepro/audit/production/160x50/truecolor
shots/audit/tablepro-production_72x20_16	MAP tablepro/audit/production/72x20/16
shots/audit/tablepro-production_72x20_256	MAP tablepro/audit/production/72x20/256
shots/audit/tablepro-production_72x20_no_color	MAP tablepro/audit/production/72x20/nocolor
shots/audit/tablepro-production_72x20_none	MAP tablepro/audit/production/72x20/none
shots/audit/tablepro-production_72x20_truecolor	MAP tablepro/audit/production/72x20/truecolor
shots/audit/tablepro-production_80x24_16	MAP tablepro/audit/production/80x24/16
shots/audit/tablepro-production_80x24_256	MAP tablepro/audit/production/80x24/256
shots/audit/tablepro-production_80x24_no_color	MAP tablepro/audit/production/80x24/nocolor
shots/audit/tablepro-production_80x24_none	MAP tablepro/audit/production/80x24/none
shots/audit/tablepro-production_80x24_truecolor	MAP tablepro/audit/production/80x24/truecolor
shots/f_80x24_taskrunner	MAP showcase/pages/taskrunner/120x40/truecolor
shots/f_buttons_hover	MAP showcase/hover/buttons/120x40/truecolor
shots/f_dialog_delete	MAP showcase/flows/dialogs/destructive/120x40/truecolor
shots/f_forms	MAP showcase/pages/overview/120x40/truecolor
shots/f_inputs_edit	MAP showcase/flows/inputs/editing/120x40/truecolor
shots/f_lists_hover	MAP showcase/hover/lists/120x40/truecolor
shots/f_overview	MAP showcase/pages/overview/120x40/truecolor
shots/f_panels	MAP showcase/pages/panels/120x40/truecolor
shots/f_progress	MAP showcase/pages/progress
shots/f_scrolling	MAP showcase/pages/scrolling/120x40/truecolor
shots/f_settings_members	MAP showcase/flows/settings/members/120x40/truecolor
shots/f_sidebars	MAP showcase/pages/sidebars/120x40/truecolor
shots/f_tables_hover	MAP showcase/hover/tables/120x40/truecolor
shots/f_taskrunner_running	MAP showcase/flows/taskrunner/running/120x40/truecolor
shots/fade/.args.fade_a	DROP harness sidecar
shots/fade/.args.fade_b	DROP harness sidecar
shots/fade/.args.fade_c	DROP harness sidecar
shots/fade/.args.fade_d	DROP harness sidecar
shots/fade/.args.fade_e	DROP harness sidecar
shots/fade/.args.scroll	DROP harness sidecar
shots/fade/h_fade_burst	DROP wall-clock fade burst
shots/fade/h_fade_burst_mid	DROP wall-clock fade mid-burst
shots/fade/h_fade_cleanup	DROP fade sidecar or superseded wheel frame
shots/fade/h_fade_trust	DROP fade sidecar or superseded wheel frame
shots/fade/s_fade_diff	DROP fade sidecar or superseded wheel frame
shots/fade/s_fade_editor	DROP fade sidecar or superseded wheel frame
shots/fade/s_fade_grid	MAP showcase/fade/datagrid/wheel/120x40/truecolor
shots/fade/s_fade_lists	MAP showcase/fade/lists/wheel-fade/120x40/truecolor
shots/fade/s_fade_scrolling	DROP fade sidecar or superseded wheel frame
shots/fade/s_fade_scrolling_mono	DROP fade sidecar or superseded wheel frame
shots/fade/s_fade_textarea	DROP fade sidecar or superseded wheel frame
