status	source_path	holla_blob	sha256	disposition	destination
A	shots/h_home_rustdirty_80x24.cursor	d03090e700f3bac824c9d4299ee554a97e685319	7d4e170b3b7a3429b5c48cd27387d1b00e98e175c005e64413cff0df76c3eda5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_home_rustdirty_80x24.cursor
A	shots/h_home_rustdirty_80x24.html	baf890a068c453530b3f863f570601ce58d5b704	c0b92b39ce463269e01147e3f0a3999a85c6d17e58828d306cb93b8e2fffea8a	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_home_rustdirty_80x24.html
A	shots/h_home_rustdirty_80x24.png	d0a2a5f96c066c6bddba159a9762c350f7e5aebb	96a6889f6bbcf48c697e43f7587f1749ea6238190644b816e62b609386b53c9c	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_home_rustdirty_80x24.png
A	shots/h_home_rustdirty_80x24.txt	87f2e42ef29f4da45d8c21796354447727989ce8	181f1894fda6b895a23f95ad65f50700950346eb0ef76110213a51fd5c8e7949	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_home_rustdirty_80x24.txt
A	shots/h_menu_file_open.ansi	0ec04b5baf3e67a80f26f638c53063f61d74fe5e	3161ec3939de2c849cda8c86a8bd740b645b1d34d06fb920c843d21dfcc23957	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_menu_file_open.ansi
A	shots/h_menu_file_open.cursor	d03090e700f3bac824c9d4299ee554a97e685319	7d4e170b3b7a3429b5c48cd27387d1b00e98e175c005e64413cff0df76c3eda5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_menu_file_open.cursor
A	shots/h_menu_file_open.html	c307e6795f4d7d2b9d751414af4e73c44b53c159	30657c68fd59d663323e9dbe746d76d1dbb3a15ca3543ad4ce6398156260f02c	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_menu_file_open.html
A	shots/h_menu_file_open.png	0e05fccc5b1545a38473ff7e0ee11bf4800a1f77	25abfc0f68f688e81564a46d21799c39da2ef5322671a737024b3b0c95689db5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_menu_file_open.png
A	shots/h_menu_file_open.txt	5571e0082cc28552aa2cac459098d872f4f310d9	c792e133e0c6c43a83354a222811a5b63b57aac714245a081cf0f49ebc890e08	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_menu_file_open.txt
A	shots/h_p2_actions.ansi	cdb0d732cee8f27305da1690cd6556ace63c3068	fb0f2d342fde06030b180649fef649047f3d4c44afc3e106680fd435676fc1f3	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_actions.ansi
A	shots/h_p2_actions.cursor	d03090e700f3bac824c9d4299ee554a97e685319	7d4e170b3b7a3429b5c48cd27387d1b00e98e175c005e64413cff0df76c3eda5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_actions.cursor
A	shots/h_p2_actions.html	cf3cdc10c6b78bb92e25e9726a2dd812250a8694	66b92c74ca69af0844a5632e615c38ff201dd5ee08c134e3ad4c0f01c84f1c96	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_actions.html
A	shots/h_p2_actions.png	11253da7b0b108b64c53d92b46333a631587d227	001559674a20d81cb180fb24fee83e58774a935c170fe920cae6cb0d2efa8966	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_actions.png
A	shots/h_p2_actions.txt	327d922aad17d14ca5a3b29a0dbc6fb5fc54837a	d762dda20a8f556964af8ebc8de89dc3be35b5d0e775d72922ffadb662bd1a57	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_actions.txt
A	shots/h_p2_clone_pick.ansi	a6130755d683301cf578ab8c43310e84008cc6c7	9b7b8a4a8c7212f0197ebfa9cef4f5b08ceb0eafb50071d309d15b071d2b7a2e	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_pick.ansi
A	shots/h_p2_clone_pick.cursor	dfe717359530214c96a42f2fb9d6dcb7fdd19092	b3c929fba2910cd97509e5bf55fcfeeb9ace0dc399f81e255f389fc53d9c534c	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_pick.cursor
A	shots/h_p2_clone_pick.html	0040a467857ec02e2b11c05907321cd46fdd7529	37f5de2592dcd4c378a78137e3824f40d7d2000ece589f04bf500cbcc6347395	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_pick.html
A	shots/h_p2_clone_pick.png	5c0d97d338bce0d3bda573d93124a69c1df2c566	396375d7d157e9a80974f55713308cb53ca5176315cf4a3258fa9334f42e57c0	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_pick.png
A	shots/h_p2_clone_pick.txt	3299ddee4d7d8c0aef8fd90710af796756c024e1	ae66c8c594ccf3c264054f5bb0cdb4cdc60b9482439672c290c5ac5e9a96bc7f	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_pick.txt
A	shots/h_p2_clone_review.ansi	eefaf0371c9dfb44889d8e1f0a87556df8ab4e2b	4a9f5e918699bc51a78209a6b5917e2dd3f2643fb99203499ae616b16ebce717	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_review.ansi
A	shots/h_p2_clone_review.cursor	07bfe78f708622e3960cad2ee23ffea6a3804725	f78cd49ba4ffaf52caa99bc4f0bed7617c602ba51688703f67610e43cd187091	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_review.cursor
A	shots/h_p2_clone_review.html	1d2531dfe644748052faa3e2c88fc1ab40394978	ba0f670b7d4dd310df8b0ff8c95723488bd4ec5cb938bff945a8e43d53e976b4	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_review.html
A	shots/h_p2_clone_review.png	43f6fae0944f7d8b878a36bc84b6511f63be09b6	d4f20d393bc8df6a19cdb5ec4105238161bf3e630d6b70a69ba7409cbc504791	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_review.png
A	shots/h_p2_clone_review.txt	4b8bb4ec8d4fbd0177f3cf3394a60ad0f2f79545	0457cbd1cb65d0234e193a6c52ea03f624e82ae08055b1abb45389c3e1008c1c	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_clone_review.txt
A	shots/h_p2_hardcases.ansi	2bed37fc987cf3e10850edead3ea0690ac800a60	a0d75b937347a61f4091081d2b1bec719e3cfb7cae01dcdea812aa17d95b1571	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_hardcases.ansi
A	shots/h_p2_hardcases.cursor	d03090e700f3bac824c9d4299ee554a97e685319	7d4e170b3b7a3429b5c48cd27387d1b00e98e175c005e64413cff0df76c3eda5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_hardcases.cursor
A	shots/h_p2_hardcases.html	dba1b6945c3253c504028c181281d967fdb9242d	3879e0a57951ebb74034248edd66933e8c2a338f114ebfc92513ae3b137f11a5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_hardcases.html
A	shots/h_p2_hardcases.png	2be159b979b952d88eba2a52f1d6050dbe60e2a3	87dada48441140621f45d21890a69be9347341351ab770fdc9c2b825c9a0b2b2	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_hardcases.png
A	shots/h_p2_hardcases.txt	b8a5fdb7a11223b27700f70752b3b70141e0f48a	a35519c51f7c5a41452e543f206cd855b0f7c4f9b6f9b7e17995f4ce81374aec	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_hardcases.txt
A	shots/h_p2_monorepo_child.ansi	e17a66b6dd97d24112add2472e4c8a203951d12b	23bf85aabacb62c271247284d9bc35406055cd4aa1fde6d0b7cd98b359012cf0	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_monorepo_child.ansi
A	shots/h_p2_monorepo_child.cursor	d03090e700f3bac824c9d4299ee554a97e685319	7d4e170b3b7a3429b5c48cd27387d1b00e98e175c005e64413cff0df76c3eda5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_monorepo_child.cursor
A	shots/h_p2_monorepo_child.html	8489e20191719f917f5a02486176cffebc6344c9	fa197ab0c3687a4a7e5b03b1913b173b128d13486cec7114585acc2bf0d8c52f	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_monorepo_child.html
A	shots/h_p2_monorepo_child.png	fc1a3db6de9ad081b4d0a175c4b2add32658aec0	9a6038795711d94f7cff10ce0005fcbd2968b5397aed61a56daffa922506e5d9	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_monorepo_child.png
A	shots/h_p2_monorepo_child.txt	0d1548341a62a1487d16f50d571cb46fe9c71e05	62a9ff92d9a984600f4194988b0bb31a466dc59136a36079008fb46520a55637	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_monorepo_child.txt
A	shots/h_p2_preview.ansi	7f1fcbb07350abcfedd9f6cf4d7ee718489c8da7	8b03676bd227662c3b118d37007907cca42f40f685b8f00af41ac565350d00c9	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_preview.ansi
A	shots/h_p2_preview.cursor	d03090e700f3bac824c9d4299ee554a97e685319	7d4e170b3b7a3429b5c48cd27387d1b00e98e175c005e64413cff0df76c3eda5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_preview.cursor
A	shots/h_p2_preview.html	87b4e475f87bf764c38ab4d5fad8cbb3096743bc	b555d07768173a1b450b390d32eb25f9b7feb650a9506245e49abd72ee087d7e	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_preview.html
A	shots/h_p2_preview.png	5f706601b652ab4099330c00bcba5d942852689a	2d3f990f9e425349d79026ff65e6b99dab4f9230202ff26cca2075bac577ecb9	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_preview.png
A	shots/h_p2_preview.txt	21afaad1f4e6838c96d683d25913d317ea656a10	b2d1cd65af321b49e7a44088c5e879e00bf77d70d97de2c7416b18e176c4c1a6	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_preview.txt
A	shots/h_p2_probe.ansi	e17a66b6dd97d24112add2472e4c8a203951d12b	23bf85aabacb62c271247284d9bc35406055cd4aa1fde6d0b7cd98b359012cf0	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_probe.ansi
A	shots/h_p2_probe.cursor	d03090e700f3bac824c9d4299ee554a97e685319	7d4e170b3b7a3429b5c48cd27387d1b00e98e175c005e64413cff0df76c3eda5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_probe.cursor
A	shots/h_p2_probe.html	8489e20191719f917f5a02486176cffebc6344c9	fa197ab0c3687a4a7e5b03b1913b173b128d13486cec7114585acc2bf0d8c52f	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_probe.html
A	shots/h_p2_probe.png	fc1a3db6de9ad081b4d0a175c4b2add32658aec0	9a6038795711d94f7cff10ce0005fcbd2968b5397aed61a56daffa922506e5d9	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_probe.png
A	shots/h_p2_probe.txt	0d1548341a62a1487d16f50d571cb46fe9c71e05	62a9ff92d9a984600f4194988b0bb31a466dc59136a36079008fb46520a55637	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_probe.txt
A	shots/h_p2_remote.ansi	8957d3b3cb96bfc0fdf4c6e7a58a24854f130921	9b2c3b9bc8ff7f903baaa38bb324a325703b23a8f6bbf69fdb3aac6ec61239e0	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_remote.ansi
A	shots/h_p2_remote.cursor	d03090e700f3bac824c9d4299ee554a97e685319	7d4e170b3b7a3429b5c48cd27387d1b00e98e175c005e64413cff0df76c3eda5	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_remote.cursor
A	shots/h_p2_remote.html	684e181348cd35078236100fc11a747f9c6eea43	03ba8991bc10599eaff8c9b0df91fadb7ddba0b7685d80ee5d51d8631d197f50	preserve immutable historical reference; fresh pinned acceptance separate	evidence/holla-reference/shots/h_p2_remote.html
